1.0000000000000000e-03 9.9989942152044053e-01 1.4182492296922733e-02 6.1280654407308896e-05 
2.1000000000000001e-02 9.5740105345463500e-01 2.8755579367919831e-01 2.6317789435237517e-02 
4.1000000000000002e-02 8.5810450655079251e-01 5.0484797430646378e-01 9.3200331326516464e-02 
6.0999999999999999e-02 7.6693560330776600e-01 6.1511029924659144e-01 1.8092900298407685e-01 
8.1000000000000003e-02 7.6766837190056536e-01 5.8816377906549888e-01 2.5027303626679115e-01 
1.0100000000000001e-01 8.5249620228375145e-01 4.5819271159417307e-01 2.4487315806436011e-01 
1.2100000000000001e-01 9.2463640342020892e-01 3.2435376012542028e-01 1.8910060844777990e-01 
1.4100000000000001e-01 9.3133477725257419e-01 1.9337035864721364e-01 2.8854571152514136e-01 
1.6100000000000000e-01 9.0219771435299678e-01 5.7208050072481545e-02 3.9067862371858431e-01 
1.8099999999999999e-01 9.0604421634947196e-01 2.2200175619918802e-01 3.1346249327738235e-01 
2.0099999999999998e-01 9.5971725802058172e-01 2.0076363107453707e-01 1.5836871332830810e-01 
2.2099999999999997e-01 9.7965567431654355e-01 6.1589875361587824e-02 1.7301043346864184e-01 
2.4099999999999996e-01 9.1095426514810551e-01 3.3211325066086755e-01 2.3033807540445200e-01 
2.6099999999999995e-01 8.4244444479942016e-01 3.1076492769279712e-01 3.8959826621159704e-01 
2.8099999999999997e-01 8.3797705308787140e-01 9.1872075257015628e-02 4.6202082347201756e-01 
3.0099999999999999e-01 7.8957257960606142e-01 4.5339625247401671e-01 3.3331067917862522e-01 
3.2100000000000001e-01 6.6190638969968441e-01 5.4707846885625255e-01 4.1378241501956808e-01 
3.4100000000000003e-01 5.6009618044701415e-01 5.0291337471030229e-01 5.1957343942926881e-01 
3.6100000000000004e-01 5.6027532001370994e-01 6.5234397419387924e-01 3.7527787627227394e-01 
3.8100000000000006e-01 6.3482459806039226e-01 6.2390530952717249e-01 3.3260353504924478e-01 
4.0100000000000008e-01 7.2316423171409216e-01 4.2925086592920958e-01 4.0786473108431215e-01 
4.2100000000000010e-01 8.2558029161148350e-01 4.3659833303085549e-01 2.7048317818447964e-01 
4.4100000000000011e-01 9.3944673866963213e-01 3.2627815162859691e-01 6.1564420687059515e-02 
4.6100000000000013e-01 9.9190852624249459e-01 4.6368533788104196e-02 8.4948760946805257e-02 
4.8100000000000015e-01 9.7430686318567050e-01 1.3739855015827654e-01 1.5889686793709581e-01 
5.0100000000000011e-01 9.2664090503786334e-01 2.4581214978816468e-01 1.9624848406042125e-01 
5.2100000000000013e-01 8.2423764120000342e-01 5.0002768883335857e-01 1.6642080264079898e-01 
5.4100000000000015e-01 6.7028148982057378e-01 5.9034339481889986e-01 3.0986428245104614e-01 
5.6100000000000017e-01 5.3138228473917171e-01 6.3494989557696380e-01 3.6457044463358346e-01 
5.8100000000000018e-01 4.5062511866775845e-01 7.7703038861539708e-01 2.6132776660603596e-01 
6.0100000000000020e-01 4.6837859006732357e-01 7.4087332952020080e-01 2.9142688921588900e-01 
6.2100000000000022e-01 5.7535372169344579e-01 6.3583477274085354e-01 3.1501633976190679e-01 
6.4100000000000024e-01 7.2790075015315669e-01 6.0544469428406711e-01 1.9127075520759879e-01 
6.6100000000000025e-01 8.6854155572788416e-01 4.1852289539184828e-01 1.5514096032470495e-01 
6.8100000000000027e-01 9.4864798936897310e-01 2.0306574507015318e-01 1.6537273160973789e-01 
7.0100000000000029e-01 9.8635022105476888e-01 9.5682472049000919e-02 1.1996035192843810e-01 
7.2100000000000031e-01 9.7834471681455837e-01 1.6393064448275765e-01 8.0952226124985788e-02 
7.4100000000000033e-01 8.9385704092510787e-01 4.0612914325738847e-01 1.1941415618757112e-01 
7.6100000000000034e-01 7.6193073082846940e-01 5.1273430056290070e-01 2.2506677212307657e-01 
7.8100000000000036e-01 6.0870702424093603e-01 6.7954194272783608e-01 2.1544734361643034e-01 
8.0100000000000038e-01 4.4309359631751771e-01 8.0020829068390886e-01 2.0228380542851093e-01 
8.2100000000000040e-01 3.4874107222122802e-01 7.6822006737660176e-01 2.8046782278666066e-01 
8.4100000000000041e-01 4.1459687512257265e-01 7.8291847504943168e-01 2.4361633544593847e-01 
8.6100000000000043e-01 5.8042643955729201e-01 7.3403472408274817e-01 1.5934725797902013e-01 
8.8100000000000045e-01 7.4377745228013081e-01 5.4380385457634450e-01 1.9136422514164017e-01 
9.0100000000000047e-01 8.7464012291471016e-01 4.1299155476779487e-01 1.5673270955894608e-01 
9.2100000000000048e-01 9.7046203960706867e-01 2.3066906120474256e-01 2.5418070054170943e-02 
9.4100000000000050e-01 9.9640033329074984e-01 4.8345191519152238e-02 5.3465146568590187e-02 
9.6100000000000052e-01 9.5445920683866969e-01 2.2634956033684461e-01 1.3787053583050199e-01 
9.8100000000000054e-01 8.6714088064713579e-01 4.0552516173794079e-01 1.4291769872019336e-01 
1.0010000000000006e+00 7.2041162730236796e-01 6.3564406583898869e-01 1.1565644156714268e-01 
1.0210000000000006e+00 5.3254554432830514e-01 7.2602546109737320e-01 1.9925235276260289e-01 
1.0410000000000006e+00 3.5888835975823358e-01 7.9518413304227364e-01 2.2200511872940279e-01 
1.0610000000000006e+00 2.8931406190986853e-01 8.6959472419898054e-01 1.5962014355862153e-01 
1.0810000000000006e+00 4.0242638291222366e-01 7.8819230145483721e-01 1.9374996540715769e-01 
1.1010000000000006e+00 5.8086806018122883e-01 6.9294907173379994e-01 1.9997015383555075e-01 
1.1210000000000007e+00 7.6148719190067815e-01 5.9825518171126169e-01 9.4059112261404551e-02 
1.1410000000000007e+00 9.0020104506289367e-01 3.6706239606798008e-01 8.7103042961021851e-02 
1.1610000000000007e+00 9.7314036609740073e-01 1.6193249033528564e-01 1.2424991472959312e-01 
1.1810000000000007e+00 9.9426602904457828e-01 3.3121024153407501e-02 6.4621610781470815e-02 
1.2010000000000007e+00 9.4923247681190537e-01 2.9454809980889457e-01 4.3318906315553546e-02 
1.2210000000000008e+00 8.3266777582806506e-01 4.8855794207596387e-01 1.3163985030549891e-01 
1.2410000000000008e+00 6.7532246171969867e-01 6.1851439907089212e-01 1.6454162494568789e-01 
1.2610000000000008e+00 4.8506844559923473e-01 7.9322040274059391e-01 1.3597556662670471e-01 
1.2810000000000008e+00 2.9571445534616053e-01 8.4908398556176057e-01 1.5891722219599838e-01 
