1.2500000000000000e-03	2.4620400000000000e-03
3.7499999999999999e-03	2.4412300000000000e-03
6.2500000000000003e-03	2.4273599999999999e-03
8.7500000000000008e-03	2.4134899999999999e-03
1.1250000000000000e-02	2.4065499999999999e-03
1.3750000000000000e-02	2.3926799999999999e-03
1.6250000000000001e-02	2.3857399999999999e-03
1.8749999999999999e-02	2.3788099999999999e-03
2.1250000000000002e-02	2.3718699999999999e-03
2.3750000000000000e-02	2.3718699999999999e-03
2.6249999999999999e-02	2.3718699999999999e-03
2.8750000000000001e-02	2.3718699999999999e-03
3.1250000000000000e-02	2.3788099999999999e-03
3.3750000000000002e-02	2.3788099999999999e-03
3.6249999999999998e-02	2.3857399999999999e-03
3.8750000000000000e-02	2.3996099999999999e-03
4.1250000000000002e-02	2.4065499999999999e-03
4.3750000000000004e-02	2.4204199999999999e-03
4.6249999999999999e-02	2.4342900000000000e-03
4.8750000000000002e-02	2.4481600000000000e-03
5.1250000000000004e-02	2.4689700000000000e-03
5.3749999999999999e-02	2.4897800000000000e-03
5.6250000000000001e-02	2.5105900000000000e-03
5.8750000000000004e-02	2.5313900000000001e-03
6.1249999999999999e-02	2.5591400000000001e-03
6.3750000000000001e-02	2.5868800000000002e-03
6.6250000000000003e-02	2.6146199999999998e-03
6.8750000000000006e-02	2.6423699999999998e-03
7.1250000000000008e-02	2.6701099999999998e-03
7.3749999999999996e-02	2.6978499999999999e-03
7.6249999999999998e-02	2.7325299999999999e-03
7.8750000000000001e-02	2.7672100000000000e-03
8.1250000000000003e-02	2.7949600000000000e-03
8.3750000000000005e-02	2.8296300000000001e-03
8.6250000000000007e-02	2.8643100000000001e-03
8.8749999999999996e-02	2.8989900000000002e-03
9.1249999999999998e-02	2.9406100000000002e-03
9.3750000000000000e-02	2.9752899999999998e-03
9.6250000000000002e-02	3.0099699999999998e-03
9.8750000000000004e-02	3.0515799999999999e-03
1.0125000000000001e-01	3.0862600000000000e-03
1.0375000000000001e-01	3.1278700000000000e-03
1.0625000000000000e-01	3.1625500000000001e-03
1.0875000000000000e-01	3.2041700000000001e-03
1.1125000000000000e-01	3.2388500000000001e-03
1.1375000000000000e-01	3.2804599999999998e-03
1.1625000000000001e-01	3.3220799999999998e-03
1.1875000000000001e-01	3.3567599999999999e-03
1.2125000000000000e-01	3.3983699999999999e-03
1.2375000000000000e-01	3.4399900000000000e-03
1.2625000000000000e-01	3.4746600000000001e-03
1.2875000000000000e-01	3.5093400000000001e-03
1.3125000000000001e-01	3.5509600000000001e-03
1.3375000000000001e-01	3.5856400000000002e-03
1.3625000000000001e-01	3.6203199999999998e-03
1.3875000000000001e-01	3.6549999999999998e-03
1.4125000000000001e-01	3.6896799999999999e-03
1.4375000000000002e-01	3.7243500000000000e-03
1.4624999999999999e-01	3.7590300000000000e-03
1.4874999999999999e-01	3.7867800000000000e-03
1.5125000000000000e-01	3.8214600000000000e-03
1.5375000000000000e-01	3.8492000000000001e-03
1.5625000000000000e-01	3.8838800000000001e-03
1.5875000000000000e-01	3.9116200000000002e-03
1.6125000000000000e-01	3.9393600000000003e-03
1.6375000000000001e-01	3.9671100000000003e-03
1.6625000000000001e-01	3.9879199999999998e-03
1.6875000000000001e-01	4.0156599999999999e-03
1.7125000000000001e-01	4.0433999999999999e-03
1.7375000000000002e-01	4.0642100000000004e-03
1.7624999999999999e-01	4.0850200000000000e-03
1.7874999999999999e-01	4.1058199999999996e-03
1.8124999999999999e-01	4.1266300000000001e-03
1.8375000000000000e-01	4.1405000000000001e-03
