1.0000000000000000e-03	-3.8153620209240187e-04
3.0000000000000001e-03	-4.1357901639734601e-04
5.0000000000000001e-03	-4.4560888899431491e-04
7.0000000000000001e-03	-4.7762508733379967e-04
9.0000000000000011e-03	-5.0962687886629485e-04
1.0999999999999999e-02	-5.4161353104228982e-04
1.3000000000000001e-02	-5.7358431131227829e-04
1.4999999999999999e-02	-6.0553848712675221e-04
1.7000000000000001e-02	-6.3747532593620270e-04
1.9000000000000000e-02	-6.6939409519112258e-04
2.1000000000000001e-02	-7.0129406234200123e-04
2.3000000000000000e-02	-7.3317449483933494e-04
2.5000000000000001e-02	-7.6503466013361394e-04
2.7000000000000000e-02	-7.9687382567532761e-04
2.9000000000000001e-02	-8.2869125891497138e-04
3.1000000000000000e-02	-8.6048622730303635e-04
3.3000000000000002e-02	-8.9225799829001362e-04
3.5000000000000003e-02	-9.2400583932639516e-04
3.6999999999999998e-02	-9.5572901786267466e-04
3.9000000000000000e-02	-9.8742680134934150e-04
4.1000000000000002e-02	-1.0190984572368902e-03
4.3000000000000003e-02	-1.0507432529758103e-03
4.4999999999999998e-02	-1.0823604560165961e-03
4.7000000000000000e-02	-1.1139493338097380e-03
4.9000000000000002e-02	-1.1455091538057297e-03
5.1000000000000004e-02	-1.1770391834550606e-03
5.2999999999999999e-02	-1.2085386902082242e-03
5.5000000000000000e-02	-1.2400069415157136e-03
5.7000000000000002e-02	-1.2714432048280180e-03
5.9000000000000004e-02	-1.3028467475956328e-03
6.0999999999999999e-02	-1.3342168372690458e-03
6.3000000000000000e-02	-1.3655527412987532e-03
6.5000000000000002e-02	-1.3968537271352444e-03
6.7000000000000004e-02	-1.4281190622290130e-03
6.9000000000000006e-02	-1.4593480140305485e-03
7.1000000000000008e-02	-1.4905398499903454e-03
7.2999999999999995e-02	-1.5216938375588939e-03
7.4999999999999997e-02	-1.5528092441866887e-03
7.6999999999999999e-02	-1.5838853373242182e-03
7.9000000000000001e-02	-1.6149213844219744e-03
8.1000000000000003e-02	-1.6459166529304544e-03
8.3000000000000004e-02	-1.6768704103001459e-03
8.5000000000000006e-02	-1.7077819239815391e-03
8.7000000000000008e-02	-1.7386504614251320e-03
8.8999999999999996e-02	-1.7694752900814107e-03
9.0999999999999998e-02	-1.8002556774008721e-03
9.2999999999999999e-02	-1.8309908908340049e-03
9.5000000000000001e-02	-1.8616801978313018e-03
9.7000000000000003e-02	-1.8923228658432540e-03
9.9000000000000005e-02	-1.9229181623203560e-03
1.0100000000000001e-01	-1.9534653547130972e-03
1.0300000000000001e-01	-1.9839637104719712e-03
1.0500000000000000e-01	-2.0144124970474693e-03
1.0700000000000000e-01	-2.0448109818900816e-03
1.0900000000000000e-01	-2.0751584324503044e-03
1.1100000000000000e-01	-2.1054541161786271e-03
1.1300000000000000e-01	-2.1356973005255409e-03
1.1500000000000000e-01	-2.1658872529415384e-03
1.1700000000000001e-01	-2.1960232408771143e-03
1.1900000000000001e-01	-2.2261045317827559e-03
1.2100000000000000e-01	-2.2561303931089584e-03
1.2300000000000000e-01	-2.2861000923062123e-03
1.2500000000000000e-01	-2.3160128968250106e-03
1.2700000000000000e-01	-2.3458680741158451e-03
1.2900000000000000e-01	-2.3756648916292071e-03
1.3100000000000001e-01	-2.4054026168155900e-03
