1.2500000000000000e-01	9.6830078646319674e-05	9.9990177088077348e-01	7.8762696482856103e-07	6.0698714049209439e-07	4.3869627551346918e-09	3.0501605823847114e-12	1.3650748030863928e-11	2.2811249369893337e-11
3.7500000000000000e-01	5.2522412243740779e-04	9.9946830021990973e-01	3.1601281614550274e-06	3.2906167879003193e-06	2.4334289765921791e-08	5.1636767384888558e-11	2.2559460695080994e-10	3.0118299214884170e-10
6.2500000000000000e-01	1.4990266823402204e-03	9.9848438362427816e-01	7.1305199563282055e-06	9.3838648096645674e-06	7.1699508590051703e-08	3.6582695435231758e-10	1.4923572066220779e-09	1.7509246920740762e-09
8.7500000000000000e-01	3.2139409326633157e-03	9.9675308373105787e-01	1.2703947360540879e-05	2.0097866045089095e-05	1.5950169748673436e-07	1.5722482098050055e-09	5.9662965579567617e-09	6.4826310017247186e-09
1.1250000000000000e+00	5.8319839196147123e-03	9.9411137563557295e-01	1.9875922982570854e-05	3.6424409971988353e-05	3.0031453534256125e-07	4.8113177741684213e-09	1.7234084419264961e-08	1.7751919579810993e-08
1.3750000000000000e+00	9.4575557040578184e-03	9.9045422356348500e-01	2.8639285279025044e-05	5.8989637808272187e-05	5.0255828264784334e-07	1.1326667069440040e-08	3.9285872700384575e-08	3.8638547591351470e-08
1.6250000000000000e+00	1.4113071922915508e-02	9.8575909209206181e-01	3.8995737716973177e-05	8.7908653590812195e-05	7.6613590675033427e-07	2.1474140345331540e-08	7.4326882249706329e-08	6.9656784398198007e-08
1.8750000000000000e+00	1.9751392674827666e-02	9.8007343236653521e-01	5.0962777208767224e-05	1.2286570090612407e-04	1.0829302862142428e-06	3.4256091519351758e-08	1.2149622591833135e-07	1.0779791899048965e-07
2.1250000000000000e+00	2.6302187333051247e-02	9.7346803136400617e-01	6.4565577055684259e-05	1.6339917703639669e-04	1.4423849265185050e-06	4.8078327150767931e-08	1.7784316342841481e-07	1.4824243382042181e-07
2.3750000000000000e+00	3.3712601197002236e-02	9.6599610671147218e-01	7.9815485209927786e-05	2.0915254864755764e-04	1.8362064123678178e-06	6.1651144640249593e-08	2.3983717889925940e-07	1.8636293251246870e-07
2.6250000000000000e+00	4.1957952818248816e-02	9.5768255446638983e-01	9.6694733636702257e-05	2.5994219867507215e-04	2.2593607936337211e-06	7.4232088487193367e-08	3.0385708794784945e-07	2.1833307755696889e-07
2.8750000000000000e+00	5.1029813211609924e-02	9.4853593552611171e-01	1.1516691124226604e-04	3.1568244292792867e-04	2.7091056213602228e-06	8.5532053074523793e-08	3.6617164171062218e-07	2.4109878917686435e-07
3.1250000000000000e+00	6.0921172040097914e-02	9.3856337129222078e-01	1.3521346151538878e-04	3.7628756808066882e-04	3.1840320358646053e-06	9.5657663910303215e-08	4.2332483652141885e-07	2.5262354597916124e-07
3.3750000000000000e+00	7.1618381083489877e-02	9.2777861241752257e-01	1.5687900258010381e-04	4.4161378377817359e-04	3.6834586497972666e-06	1.0509008540183754e-07	4.7287944931243562e-07	2.5228444237356408e-07
3.6250000000000000e+00	8.3098823721093298e-02	9.1620436401484395e-01	1.8029553275440645e-04	5.1144054485518944e-04	4.2069317321718035e-06	1.1461312410647355e-07	5.1377272601554879e-07	2.4086886800632367e-07
3.8750000000000000e+00	9.5325666390870048e-02	9.0387759656468958e-01	2.0564647769172464e-04	5.8544609163179286e-04	4.7536583039446128e-06	1.2519753067610561e-07	5.4560954578666630e-07	2.2000973407320891e-07
4.1250000000000000e+00	1.0823387215635544e-01	8.9086370444001972e-01	2.3306012369129567e-04	6.6314455938340240e-04	5.3219089257326571e-06	1.3788683831966003e-07	5.6728851253114312e-07	1.9163627176075072e-07
4.3750000000000000e+00	1.2171043326576157e-01	8.7727648836967775e-01	2.6248966239653305e-04	7.4379237086256208e-04	5.9081945512447610e-06	1.5359432782161684e-07	5.7647735471185900e-07	1.5806506510894207e-07
4.6250000000000000e+00	1.3559029188353461e-01	8.6328228288373021e-01	2.9367820353917994e-04	8.2637417006520524e-04	6.5065490283504157e-06	1.7273243377209901e-07	5.7115672787372547e-07	1.2242093952992223e-07
