1.2500000000000000e-01	9.2741652218879467e-01	3.7392544035141586e-04	8.9501153657466415e-01	1.0332753663282096e-02	8.7550420675488030e-02	2.1371290542960956e-03	4.2845190385431119e-03	1.6509675759639154e-04	1.4461879579520887e-04
3.7500000000000000e-01	8.6153958234694650e-01	3.5333328152546487e-03	8.0152831898891375e-01	1.7291370543566009e-02	1.5375316476834558e-01	7.2182122992757751e-03	1.5066618579321593e-02	8.4884712787926578e-04	7.6013487746003257e-04
6.2500000000000000e-01	9.4380416223090891e-01	8.3123671508057422e-03	9.0287863821169501e-01	8.9464804499212059e-03	7.5394649597745042e-02	1.3840429783631330e-03	2.9339095997058741e-03	7.5827417554021691e-05	7.4084594226174740e-05
8.7500000000000000e-01	8.8042159305378798e-01	5.0983948969889684e-03	8.7496899994817812e-01	8.9393682303526842e-04	1.1164982700409119e-01	8.2163903634926007e-05	7.0378474323627930e-03	8.8322178760147451e-06	2.5999777385058023e-04
1.1250000000000000e+00	7.3930933070306726e-01	4.2074973686709023e-04	7.5630732492597963e-01	1.2697130813507705e-02	1.9822912743828722e-01	6.2495907558660505e-03	2.4697451178777741e-02	8.4112169032610966e-04	5.5750346043578172e-04
1.3750000000000000e+00	7.8127903732772175e-01	1.8585942637131061e-03	8.1346387996211944e-01	2.4495861334867492e-02	1.4801879457206357e-01	4.5662481799758729e-03	6.4978592506868748e-03	3.4899462130132407e-04	7.4976781525398317e-04
1.6250000000000000e+00	7.0519234666363395e-01	6.3780148529365569e-03	7.1311382345735652e-01	1.5258449564908913e-02	2.1960790550784112e-01	6.8225184068958591e-04	3.8292408341163278e-02	7.3989894132570912e-04	5.9272474937715194e-03
1.8750000000000000e+00	4.5719281072127393e-01	1.5991720291288172e-02	4.4602925167373608e-01	9.0833958209918728e-03	3.7137059786361859e-01	4.3165524850056003e-03	1.4963665475409743e-01	1.2032846659820180e-03	2.3685424453112267e-03
2.1250000000000000e+00	4.4144448012338627e-01	4.2823939808303450e-02	4.1780893757840798e-01	9.7281894541997854e-03	4.9507846121866944e-01	6.5138438510447200e-03	2.1008520154510005e-02	3.4951887865348518e-03	3.5429191483612728e-03
2.3750000000000000e+00	6.9611511671888604e-01	9.0067156975173285e-02	6.3565481857526573e-01	1.6930119138302807e-02	1.9688078096788131e-01	7.8134487516585830e-04	5.9498162751622605e-02	6.1392819198805183e-05	1.2622389739946356e-04
2.6250000000000000e+00	7.0178404349453005e-01	1.2283517481151107e-01	6.0742173428640944e-01	3.5743879904574123e-02	1.3575813293458772e-01	2.8629141526127088e-03	8.5121043995813994e-02	3.8767291423254737e-03	6.3803907721645473e-03
2.8750000000000000e+00	5.8996306303997392e-01	1.5321273598799659e-01	4.7902361280794648e-01	3.8168394908112885e-02	3.1191249767483115e-01	2.7203453301695964e-03	1.4333726634620429e-02	3.5901726282479599e-04	2.6966939347863368e-04
3.1250000000000000e+00	7.5733406226944178e-01	2.4581718798271762e-01	5.5541145031106798e-01	1.2262055491736366e-02	1.7205917669482312e-01	5.0656409374418129e-04	1.2611753235256339e-02	4.7020855338176555e-04	8.6160363729269101e-04
