0.0000000000000000e+00	5.0264271441183693e-02	4.4420645658989476e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
5.0000000000000001e-03	5.0684890515199942e-02	4.4792364383016967e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
1.0000000000000000e-02	5.1109029393648912e-02	4.5167193705905460e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
1.4999999999999999e-02	5.1536717530789852e-02	4.5545159657619717e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
2.0000000000000000e-02	5.1967984627359701e-02	4.5926288485947160e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
2.5000000000000001e-02	5.2402860632635724e-02	4.6310606658320694e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
2.9999999999999999e-02	5.2841375746515248e-02	4.6698140863656729e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
3.5000000000000003e-02	5.3283560421612974e-02	4.7088918014208607e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
4.0000000000000001e-02	5.3729445365375737e-02	4.7482965247435484e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
4.4999999999999998e-02	5.4179061542214906e-02	4.7880309927886944e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
5.0000000000000003e-02	5.4632440175656799e-02	4.8280979649103252e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
5.5000000000000000e-02	5.5089612750510934e-02	4.8685002235531599e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
5.9999999999999998e-02	5.5550611015056518e-02	4.9092405744458410e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
6.5000000000000002e-02	5.6015466983247192e-02	4.9503218467957785e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
7.0000000000000007e-02	5.6484212936934210e-02	4.9917468934856157e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
7.4999999999999997e-02	5.6956881428108314e-02	5.0335185912713541e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
8.0000000000000002e-02	5.7433505281160244e-02	5.0756398409821261e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
8.5000000000000006e-02	5.7914117595160207e-02	5.1181135677216473e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
8.9999999999999997e-02	5.8398751746156496e-02	5.1609427210713418e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
9.5000000000000001e-02	5.8887441389493228e-02	5.2041302752951824e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
1.0000000000000001e-01	5.9380220462147630e-02	5.2476792295462357e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
1.0500000000000000e-01	5.9877123185086638e-02	5.2915926080749361e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
1.1000000000000000e-01	6.0378184065643499e-02	5.3358734604391084e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
1.1500000000000000e-01	6.0883437899914065e-02	5.3805248617157388e-02t0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
