1	9.2558458358497098e-01	9.2915860336645406e-01	9.5450695899155946e-01	9.0140135627383322e-01	9.2003377802517317e-01
5	1.9345609094336155e-01	9.2070208799991826e-01	9.0642986132232928e-01	4.4208463801920017e-01	2.0894874688134571e-01
9	6.6976927450870111e-02	7.3783862249487697e-01	4.6064336007792878e-01	1.0604478144076629e-01	7.0598019114224364e-02
13	4.0357898939128729e-02	4.7478061252488846e-01	1.3984315699201780e-01	4.6726940414770442e-02	4.0761576889048308e-02
17	2.1159482515910037e-02	2.8338305546124704e-01	6.6084123723486085e-02	2.3495269398754945e-02	2.1274240023993030e-02
21	1.1601804729647735e-02	1.6402886945376055e-01	2.8781549867982148e-02	1.2835920871721878e-02	1.1717815977232818e-02
25	8.5760736356569663e-03	1.6627919925405482e-01	1.8881228311672840e-02	9.1958581456482689e-03	8.6252591594727680e-03
29	7.7629071644576553e-03	1.0075260944137994e-01	1.3870895251559042e-02	8.1253814415582666e-03	7.7905541917198118e-03
33	5.6695971346809072e-03	9.5971378087136558e-02	8.0660619348464357e-03	5.6986507918742376e-03	5.6439980416057760e-03
37	3.7433054874704609e-03	7.3372794749340622e-02	5.7919722180170049e-03	3.8150007675344304e-03	3.7367352877230513e-03
41	3.2342699526103653e-03	6.7641137175857305e-02	4.9525100210182820e-03	3.3356238921690593e-03	3.2413263250000010e-03
45	2.7475370867700538e-03	4.4089605182771718e-02	3.6140812600846304e-03	2.8075203815803012e-03	2.7531675375912093e-03
49	2.6189222471137532e-03	4.5734233730779561e-02	3.2952567563434860e-03	2.6219490035550167e-03	2.6100746438856180e-03
53	1.7114550401498229e-03	3.4230694740284812e-02	2.1723044498994279e-03	1.7367105953572197e-03	1.7117224361978785e-03
57	1.4773347177510037e-03	2.5110061805801682e-02	1.7840888208533912e-03	1.4861451401879629e-03	1.4757192105977369e-03
61	1.6965066402573337e-03	3.0738995413273861e-02	2.0323075202024810e-03	1.7195676810031941e-03	1.6975695007400296e-03
65	1.2286592287349741e-03	2.1231904109911333e-02	1.5986837438846176e-03	1.2741259233686926e-03	1.2370953892215986e-03
69	8.6256461086120137e-04	2.0818623464165218e-02	9.9593256815662108e-04	8.6470557908797279e-04	8.6114357862432378e-04
73	1.1326498460715281e-03	1.8653983314289621e-02	1.2735680104737320e-03	1.1424167739261212e-03	1.1338039282984824e-03
77	8.2617891068101541e-04	1.5903402938014250e-02	9.8539373687834826e-04	8.4038027675034470e-04	8.2852065463538964e-04
81	7.9957081288773986e-04	1.5635974574630895e-02	9.0584065251093633e-04	8.0847832162808479e-04	8.0078474798263018e-04
85	8.5785709409289901e-04	1.3445121937505362e-02	9.5612366727376719e-04	8.6638751357029917e-04	8.5890112233281870e-04
89	6.0940824785454080e-04	1.2247979999707344e-02	6.6148932087051193e-04	6.0945213882167932e-04	6.0869680337752492e-04
93	1.1873497024080656e-02	3.0014440996036229e-02	1.1836218516206153e-02	1.1859255030601786e-02	1.1869407352950456e-02
97	1.1270491348294569e-02	2.9893866039418869e-02	1.1299381936119946e-02	1.1268105794192103e-02	1.1269413845283438e-02
101	9.8741756293428337e-03	2.4136771230682825e-02	9.9227686571426669e-03	9.8818637816416345e-03	9.8756763804246812e-03
105	8.8499773169825602e-03	2.5501653895556569e-02	8.7054995831908535e-03	8.8033486601821163e-03	8.8378757423944413e-03
109	1.1190958166467016e-02	2.6175433158754046e-02	1.1251813427883828e-02	1.1203518255908851e-02	1.1193786699670923e-02
113	8.2299997835989774e-03	2.1589199734492151e-02	8.1855581366936971e-03	8.2178854868653513e-03	8.2266836752709627e-03
117	8.1358679012283105e-03	2.2316134501761783e-02	8.1878578078879074e-03	8.1383994021663967e-03	8.1362091011280592e-03
121	6.4996006234829739e-03	1.8250357661021642e-02	6.4532954716537087e-03	6.4875579635260694e-03	6.4964411806336759e-03
125	2.8079749087605389e-04	6.1821251486845700e-03	2.9695696896387590e-04	2.8133533752750704e-04	2.8074951387191405e-04
129	6.5632439827996714e-03	1.6390819195039732e-02	6.5635712930992981e-03	6.5554709601723755e-03	6.5611308655786054e-03
