1	4.6105767499642346e-04	-1.0626591077901175e-02	1.0060647519249733e-03	1.0563313555090918e-03	4.1633266454776567e-03
5	7.3796151510781744e-06	-8.9726459827432764e-05	8.7100161619835248e-06	8.8866898270293739e-06	4.0135615832759267e-05
9	2.1975182813771531e-06	-1.4410864786107425e-05	2.3283175785149268e-06	2.2076413882225292e-06	7.7796197832324939e-06
13	1.1713634296047399e-06	-3.9828167491373632e-06	1.1940208697510297e-06	1.2166480848822361e-06	2.8999814548957835e-06
17	6.7683518824024351e-07	-2.2323693696072826e-06	7.0178788719917524e-07	6.9016658013805925e-07	1.6594945730696863e-06
21	5.2333453488169941e-07	-1.3327538845124092e-06	5.2162142251492107e-07	5.3493661458607162e-07	1.1443713240762617e-06
25	2.0198007527246394e-07	-7.1832326641689075e-07	2.0400914935899313e-07	2.0045926070929218e-07	5.0954513480065227e-07
29	2.2116498924103685e-07	-3.6022493862993464e-07	2.2007866384473237e-07	2.2209988730000536e-07	4.1547317743232761e-07
33	1.3355406333070974e-07	-2.1792772701978437e-07	1.3468133708653222e-07	1.3461445931654364e-07	2.5039010275544153e-07
37	1.0937451017841346e-07	-1.0626522464196598e-07	1.0975376647515134e-07	1.0857597211311188e-07	1.8123940213055078e-07
41	8.3927976520422245e-08	-8.7197598619415112e-08	8.4714824129713168e-08	8.5404324690063765e-08	1.4102668156231364e-07
45	8.4738061275254259e-08	-4.9636184910421360e-08	8.4696452592088648e-08	8.5527862240623398e-08	1.2981406281031837e-07
49	4.9344481981942558e-08	-7.8036729878050442e-08	4.9509980274790404e-08	4.9175000956432528e-08	9.1853929318208577e-08
53	6.0556962551879445e-08	-3.3614074719986081e-08	6.0645967081551788e-08	6.0410068717745933e-08	9.1892549728781834e-08
57	5.3782399234147961e-08	-2.7720725466936123e-08	5.3712249696117691e-08	5.3857964676939930e-08	8.0985579975489943e-08
61	4.5170929463544950e-08	-1.5796415927156935e-08	4.4931836740147443e-08	4.5114659604402382e-08	6.5418133728586034e-08
65	5.4530013930224421e-08	-7.8784771484485816e-09	5.4892914151209264e-08	5.4615450935842817e-08	7.5406928778942733e-08
69	3.2516010624779788e-08	-1.6016149514038366e-08	3.2355861094105857e-08	3.2676339249230564e-08	4.8748524783537309e-08
73	3.9007388593266983e-08	4.2897161933730388e-09	3.9218183741270471e-08	3.9148141602514860e-08	5.0553990016410920e-08
77	2.4771579824426720e-08	-3.2424717318531765e-09	2.4871604076270869e-08	2.4960471160332767e-08	3.4116766819044152e-08
81	2.6313905047518442e-08	1.1945004430025108e-09	2.6410517051100868e-08	2.6299916148590322e-08	3.4714342763327483e-08
85	2.3770287471691631e-08	-3.0199465520889626e-10	2.3747295026706657e-08	2.3864147328615341e-08	3.1799933978652697e-08
89	2.3962119122256098e-08	3.2233305765257587e-09	2.3926280775151318e-08	2.3829434840176114e-08	3.0870420512455846e-08
93	2.0911833842340853e-08	-2.5031158516301371e-09	2.0898803765323491e-08	2.0854790635146021e-08	2.8740904112201093e-08
97	1.9089950805314022e-08	4.3890437173565996e-09	1.9096543557584057e-08	1.8964847877297093e-08	2.4000922727029918e-08
101	1.1509146539504893e-08	-8.0876404203363467e-09	1.1486694343846674e-08	1.1575208310373361e-08	1.8038331373038120e-08
105	9.0443849520838178e-09	-1.1057196824815207e-09	9.0759138834014170e-09	9.0369466724619461e-09	1.2426086615224818e-08
109	1.3574718264279066e-08	4.2733493299529355e-09	1.3582602402066139e-08	1.3597506376417101e-08	1.6668546265474760e-08
113	1.4106342734650686e-08	3.1255003215176678e-09	1.4091148548001087e-08	1.4097289990910867e-08	1.7771276158059143e-08
117	1.3724578395990505e-08	6.1463099535844867e-09	1.3726145786652210e-08	1.3689220708842005e-08	1.6241678413297932e-08
121	1.0514703522683059e-08	1.3327865181859502e-09	1.0509301310671996e-08	1.0487466402716213e-08	1.3574735583758250e-08
125	1.2189330352481894e-08	3.3030694364851361e-09	1.2173838426221551e-08	1.2196455082917150e-08	1.5152208480510392e-08
129	9.6141818025271188e-09	2.6603379129260438e-09	9.6077507246346751e-09	9.5981528021778690e-09	1.1939518544205422e-08
133	8.7570292128802407e-09	3.8297678324935212e-09	8.7290239629093480e-09	8.7658547531788151e-09	1.0398313924723605e-08
137	1.1715386220393734e-08	6.5492699337828714e-09	1.1709747612294782e-08	1.1691663755660404e-08	1.3438338560452696e-08
141	9.8215450772265456e-09	4.8348624733426009e-09	9.8610954402111872e-09	9.8252139572411555e-09	1.1475417556935005e-08
145	1.0755020289169674e-08	5.5179672238854966e-09	1.0736924823303203e-08	1.0754322195734762e-08	1.2508088043095000e-08
149	7.7471630555159262e-09	3.7527827512207068e-09	7.7398374265236221e-09	7.7281912017982769e-09	9.0858177315134018e-09
