1.0000000000000000e-04 9.9999999689364982e-01 7.8820597577471333e-05 9.6728191906149925e-11 
5.0100000000000006e-02 9.9922041927932859e-01 3.9478514443374600e-02 2.4256432745644839e-05 
1.0010000000000001e-01 9.9688926627534025e-01 7.8814853879992278e-02 9.6565292395676432e-05 
1.5010000000000001e-01 9.9301063229359132e-01 1.1802471941188071e-01 2.1613632495180073e-04 
2.0010000000000000e-01 9.8759133239888020e-01 1.5704520819742190e-01 3.8168175140186508e-04 
2.5009999999999999e-01 9.8064089425964840e-01 1.9581374233773374e-01 5.9145922598659512e-04 
3.0009999999999998e-01 9.7217154672813999e-01 2.3426817725633770e-01 8.4333130247474610e-04 
3.5009999999999997e-01 9.6219820489823926e-01 2.7234691020973001e-01 1.1348409204226739e-03 
4.0009999999999996e-01 9.5073845144536617e-01 3.0998898897671467e-01 1.4633020685763662e-03 
4.5009999999999994e-01 9.3781251401280430e-01 3.4713422078124612e-01 1.8259044448835139e-03 
5.0009999999999999e-01 9.2344323836733944e-01 3.8372328151022239e-01 2.2198304869507335e-03 
5.5010000000000003e-01 9.0765605700999252e-01 4.1969782529153876e-01 2.6423825624886130e-03 
6.0010000000000008e-01 8.9047895289092005e-01 4.5500059449754676e-01 3.0911173577735564e-03 
6.5010000000000012e-01 8.7194241784658755e-01 4.8957553023484968e-01 3.5639835653960084e-03 
7.0010000000000017e-01 8.5207940534797211e-01 5.2336788336807949e-01 4.0594578579169352e-03 
7.5010000000000021e-01 8.3092527712739872e-01 5.5632432610516414e-01 4.5766728925148922e-03 
8.0010000000000026e-01 8.0851774323572556e-01 5.8839306414028447e-01 5.1155298419577966e-03 
8.5010000000000030e-01 7.8489679507505317e-01 6.1952394930719823e-01 5.6767868947985179e-03 
9.0010000000000034e-01 7.6010463095594150e-01 6.4966859263898591e-01 6.2621146099108424e-03 
9.5010000000000039e-01 7.3418557374558913e-01 6.7878047765920180e-01 6.8741093129262108e-03 
1.0001000000000004e+00 7.0718598020631451e-01 7.0681507364164808e-01 7.5162572450385859e-03 
1.0501000000000005e+00 6.7915414167763100e-01 7.3372994847351602e-01 8.1928451549080107e-03 
1.1001000000000005e+00 6.5014017583443617e-01 7.5948488063642494e-01 8.9088174285179393e-03 
1.1501000000000006e+00 6.2019590936702496e-01 7.8404196968527229e-01 9.6695852548391390e-03 
1.2001000000000006e+00 5.8937475158842834e-01 8.0736574445475140e-01 1.0480798901429722e-02 
1.2501000000000007e+00 5.5773155919993800e-01 8.2942326806180755e-01 1.1348098836599822e-02 
1.3001000000000007e+00 5.2532249277112120e-01 8.5018423860038894e-01 1.2276864141048440e-02 
1.3501000000000007e+00 4.9220486597611030e-01 8.6962108424871176e-01 1.3271976745935471e-02 
1.4001000000000008e+00 4.5843698938373229e-01 8.8770905133103895e-01 1.4337617501244434e-02 
1.4501000000000008e+00 4.2407801184064398e-01 9.0442628370519196e-01 1.5477105551716507e-02 
