1.2500000000000000e-01	9.7643275153943099e-01	2.7940818771028896e-02	2.1399337407593802e-01	2.2865299349822945e-03
3.7500000000000000e-01	9.4444912486826949e-01	9.8975886354134818e-02	3.1289983908855967e-01	1.7700710560071300e-02
6.2500000000000000e-01	9.6439601543683473e-01	1.4815439682183629e-01	2.1468747902595217e-01	4.3587687038776350e-02
8.7500000000000000e-01	9.8538053049220520e-01	1.5241001745478508e-01	4.8027236158679730e-02	5.9074370866663783e-02
1.1250000000000000e+00	9.7128664289202804e-01	1.6624633391667598e-01	1.6194194524004715e-01	5.2337559846350058e-02
1.3750000000000000e+00	9.4072133063805086e-01	2.2286344794953192e-01	2.5486648017219310e-01	2.0453335553481507e-02
1.6250000000000000e+00	9.3745886321245564e-01	2.6995614444510635e-01	2.1613009418978854e-01	3.9778665717514448e-02
1.8750000000000000e+00	9.5943211435751352e-01	2.6039725599723323e-01	6.6551446440896112e-02	8.5171544457167445e-02
2.1250000000000000e+00	9.3875332224634567e-01	2.8482561256950550e-01	1.7764351025436878e-01	7.7841850314380817e-02
2.3750000000000000e+00	8.9665469761350969e-01	3.6909511349089474e-01	2.4379566144287590e-01	1.8515558495551906e-02
2.6250000000000000e+00	9.0145100689197977e-01	3.9359085341643057e-01	1.5736329700251131e-01	8.7801566255213848e-02
2.8750000000000000e+00	9.0934484145493499e-01	3.8331166293907559e-01	9.4365514173828310e-02	1.3137457177433479e-01
3.1250000000000000e+00	8.7268101874774173e-01	4.4358888057063312e-01	1.8214504706117751e-01	9.2086515747844044e-02
3.3750000000000000e+00	8.3824408132357198e-01	5.1310917345256624e-01	1.8296254736062689e-01	2.4301080390313385e-02
3.6250000000000000e+00	8.4252845987771408e-01	5.1199409856106981e-01	1.0786411143599554e-01	1.2795769144077426e-01
3.8750000000000000e+00	8.3436085748759792e-01	5.1134392360560033e-01	1.2285202520542426e-01	1.6515668677690604e-01
4.1250000000000000e+00	7.8614518993141125e-01	5.8812268477613117e-01	1.6603056866695198e-01	9.2310878381524575e-02
4.3750000000000000e+00	7.5468141331513561e-01	6.3821999028274301e-01	1.3506382294982897e-01	6.9921185132649583e-02
4.6250000000000000e+00	7.5533822913494852e-01	6.1675161819397772e-01	1.1568487210093228e-01	1.8894076169369853e-01
4.8750000000000000e+00	7.2814244806659512e-01	6.4295420451160512e-01	1.4044828111620472e-01	1.9155350833629153e-01
5.1250000000000000e+00	6.7600164476482583e-01	7.2492000935055967e-01	1.1417872613760836e-01	6.6902726521604686e-02
5.3750000000000000e+00	6.5327836407436424e-01	7.4073073454790916e-01	9.1931973630658068e-02	1.2686161812309790e-01
5.6250000000000000e+00	6.4335634388267737e-01	7.1816944430634677e-01	1.3231068240533697e-01	2.2982416620552887e-01
5.8750000000000000e+00	6.0263513806115143e-01	7.6838928453319510e-01	1.1594908933367976e-01	1.8156157762939915e-01
6.1250000000000000e+00	5.5616512849497268e-01	8.2942241498161773e-01	4.2813228620629806e-02	3.0097090013833636e-02
6.3750000000000000e+00	5.3680249124523849e-01	8.1656165667961156e-01	1.0454945943741174e-01	1.8476892802872819e-01
6.6250000000000000e+00	5.1393346403704965e-01	8.0888716976124353e-01	1.3916695332572707e-01	2.4941230972133915e-01
6.8750000000000000e+00	4.6791452515736320e-01	8.6844082007063750e-01	7.5658065882811265e-02	1.4540425113676825e-01
7.1250000000000000e+00	4.2966777170759923e-01	8.9944098544917672e-01	4.4735152564280165e-02	6.6259231621446674e-02
7.3750000000000000e+00	4.0859778887536596e-01	8.7473266554710816e-01	1.3018413999454026e-01	2.2570489681192096e-01
7.6250000000000000e+00	3.7647186905061258e-01	8.9005165747052351e-01	1.2437569566805491e-01	2.2496147486754925e-01
7.8750000000000000e+00	3.3515802058788463e-01	9.3805186340484270e-01	6.2494162237230914e-02	6.1824610670507249e-02
8.1250000000000000e+00	3.0612211926705601e-01	9.3503871283439655e-01	1.0479350907845397e-01	1.4494886702363136e-01
8.3750000000000000e+00	2.7993814721853150e-01	9.1365925931631009e-01	1.4684562961938025e-01	2.5553424948349263e-01
8.6250000000000000e+00	2.4057325587854211e-01	9.3969261969924389e-01	1.2583288125773584e-01	2.0801051664069176e-01
8.8750000000000000e+00	1.9437473866263716e-01	9.7571324474172583e-01	8.4955850438757349e-02	5.4631753418806557e-02
9.1250000000000000e+00	1.5322157027874320e-01	9.5497045528274505e-01	1.1842157377613935e-01	2.2479081565479894e-01
9.3750000000000000e+00	1.1152444259163991e-01	9.2699393236632766e-01	1.5058968351723476e-01	3.2491121137751422e-01
9.6250000000000000e+00	6.7793255525287352e-02	9.6327885492746301e-01	1.4718090216570481e-01	2.1409274670708978e-01
9.8750000000000000e+00	3.4401954482352871e-02	9.8828631556719715e-01	1.4858975469276459e-01	5.2677120959737523e-03
