3.0000000000000000e+00	9.7940347756618751e-03	5.3452534080622449e-05	1.7047005254200442e-04	1.5377522209103489e-04	3.6682237767315939e-05	7.6195534631257056e-03	
4.0000000000000000e+00	9.4907755809680028e-03	9.8704033058005791e-08	9.8954684446539432e-08	9.9476343051740912e-08	9.7383891284330559e-08	7.7255917996232881e-08	
5.0000000000000000e+00	6.2198630656500331e-03	7.1666114931367986e-08	9.7050819936050914e-08	9.6720136455452632e-08	9.4731438360362574e-08	5.2939194139511869e-09	
6.0000000000000000e+00	3.1406385946223248e-03	9.9806330533525056e-08	9.1667472057466171e-08	9.5542521894032006e-08	9.6353944045723949e-08	7.3285442270254464e-08	
7.0000000000000000e+00	1.7445979755854601e-03	5.3387356868661584e-08	8.8449335078344404e-08	9.9581748180810337e-08	9.0687697573699211e-08	4.5687899463686676e-08	
8.0000000000000000e+00	1.0390322475902769e-03	9.2324019873579743e-08	8.4975297687250873e-08	9.4883116252830746e-08	9.7230634099609858e-08	4.0933385903052510e-08	
9.0000000000000000e+00	6.5809980753173125e-04	8.3229128922113205e-08	9.4413699747164515e-08	9.8233682077619733e-08	9.4739021960776881e-08	1.5756948634759738e-08	
1.0000000000000000e+01	4.3506117355418539e-04	9.9982939816278815e-08	9.5560896418156460e-08	9.7145076760618565e-08	9.6407484329041893e-08	9.4805223449512255e-08	
1.1000000000000000e+01	2.9967619785442601e-04	8.1646179816985409e-08	6.6227974437893522e-08	9.0539534647327002e-08	9.4157563079733109e-08	8.1447461774963870e-08	
1.2000000000000000e+01	2.1246707300326406e-04	8.3383660864910780e-08	9.0691193666003755e-08	9.8987239516290515e-08	9.6806216598466222e-08	3.7696500032602387e-08	
1.3000000000000000e+01	1.5510257463391408e-04	9.3770305520379793e-08	8.5862903120847989e-08	9.8103061452192719e-08	9.8200316100971463e-08	5.3492120177800473e-08	
1.4000000000000000e+01	1.1559787069259642e-04	5.7279479936944711e-08	9.2541575735793913e-08	9.7075452676342877e-08	9.8153807304157681e-08	6.7470504072630888e-08	
