1.0000000000000000e+00	8.1213156283723276e-02	9.8379717193513017e-02	5.9578033519522400e-02	4.4151581469531020e-02	1.1572097387173397e-01	1.2056446636004514e-01	4.1644354447211263e-02	9.1130901993526914e-02	4.8873414448367347e-02	1.1087496325005963e-01	
1.2500000000000000e+00	2.2949748215320587e-02	2.6475114862631099e-02	1.5539978014739497e-02	2.1031179695488511e-02	2.7139107825764786e-02	3.1812219388317242e-02	2.0244694367385296e-02	2.2575387724963036e-02	1.5362747422965839e-02	2.6367304635656730e-02	
1.5000000000000000e+00	2.6965111653017848e-03	2.1116206645367397e-03	2.5768717506908789e-03	2.2932799386194969e-03	1.8726395846317967e-03	3.9329527811058362e-03	2.1359892844381445e-03	4.5123654513594680e-03	2.9939004717799422e-03	1.8389805605945053e-03	
1.7500000000000000e+00	1.4873996695863312e-05	3.3257739005421172e-05	6.4025426702585264e-06	7.8792558160234449e-06	1.3855896981995741e-05	1.4929929236906503e-05	5.9632519368024717e-06	2.5394054171234970e-05	8.0826854433890816e-06	1.8100615089444716e-05	
2.0000000000000000e+00	9.9999593261568265e-07	1.6376328869638357e-06	5.7774387074438494e-07	6.5920095893012842e-07	6.0957296477148759e-07	1.3629858894859126e-06	5.7968837885447044e-07	2.2992693177181778e-06	6.8028167343747725e-07	5.9358745185811301e-07	
2.2500000000000000e+00	9.9977683498675418e-07	9.7674068044728557e-07	4.5901959178085150e-07	5.3063278471210396e-07	7.2431132114303409e-07	2.1701720042122119e-06	3.5654745422775136e-07	2.8963179918850557e-06	4.4455549397248717e-07	4.3969419238898411e-07	
2.5000000000000000e+00	9.9986070878355093e-07	1.7883127522155817e-06	5.1198240180738708e-07	1.4919331938756386e-06	7.6048094899139329e-07	1.3764959614359640e-06	1.1447957752874771e-06	1.1487368317686375e-06	2.7957020498625695e-07	4.9643830757339913e-07	
2.7500000000000000e+00	9.8682931293225806e-07	1.9240199973236116e-06	9.2918365113270340e-07	7.7141467358377014e-07	5.2017016072269939e-07	7.7097234352230259e-07	5.7271211728604499e-07	1.8999117238349683e-06	5.9928413265186720e-07	8.9379501710951104e-07	
3.0000000000000000e+00	9.6993845744020035e-07	1.7926323189199067e-06	9.1386124811965175e-07	8.0048954376188419e-07	5.2898101954301779e-07	7.1319936045810550e-07	6.1698875075677506e-07	1.8379050524819363e-06	6.2128285427398566e-07	9.0410596875756255e-07	
3.2500000000000000e+00	9.9072828974033911e-07	1.9188390757429730e-06	9.6395405524418720e-07	7.0825897580117925e-07	5.7680794762760002e-07	7.7838794954043777e-07	5.2932891536627835e-07	1.8604305882519157e-06	6.2988563653831875e-07	9.5066146321709510e-07	
3.5000000000000000e+00	9.6249294523342854e-07	1.9884772305411857e-06	9.5985820069977024e-07	5.7299328370952196e-07	5.8931116464489008e-07	8.3229653813354787e-07	4.0177656923656713e-07	1.7940328602694677e-06	5.9051746326144183e-07	9.3317319715957581e-07	
3.7500000000000000e+00	9.7048818481493271e-07	1.7570186666704402e-06	9.3645907450756738e-07	9.2985880439933055e-07	3.5593577474291038e-07	4.9580841687824062e-07	7.1872693607755167e-07	2.0393430528731216e-06	6.5561199080743648e-07	8.4563094715495168e-07	
