1.0000000000000000e+00	1.3194100000000000e+02	1.3148500000000001e+02	1.3018600000000001e+02	1.3229300000000001e+02	1.3105400000000000e+02	1.3104499999999999e+02	1.3172800000000001e+02	1.3194999999999999e+02	1.3163399999999999e+02	
1.2500000000000000e+00	1.6325700000000001e+02	1.6242400000000001e+02	1.6290000000000001e+02	1.6226100000000000e+02	1.6226200000000000e+02	1.6271700000000001e+02	1.6338100000000000e+02	1.6281800000000001e+02	1.6369900000000001e+02	
1.5000000000000000e+00	1.9358500000000001e+02	1.9375100000000000e+02	1.9457800000000000e+02	1.9470599999999999e+02	1.9560200000000000e+02	1.9468899999999999e+02	1.9493500000000000e+02	1.9462700000000001e+02	1.9498300000000000e+02	
1.7500000000000000e+00	2.2740199999999999e+02	2.2803999999999999e+02	2.2707100000000000e+02	2.2740100000000001e+02	2.2651599999999999e+02	2.2759999999999999e+02	2.2778299999999999e+02	2.2721100000000001e+02	2.2718299999999999e+02	
2.0000000000000000e+00	2.5927999999999997e+02	2.6036099999999999e+02	2.5905000000000001e+02	2.6154000000000002e+02	2.5994099999999997e+02	2.5968799999999999e+02	2.6006000000000000e+02	2.5950000000000000e+02	2.5939200000000000e+02	
2.2500000000000000e+00	2.9151799999999997e+02	2.9304899999999998e+02	2.9348200000000003e+02	2.9356799999999998e+02	2.9113200000000001e+02	2.9040300000000002e+02	2.9373899999999998e+02	2.9085199999999998e+02	2.9158400000000000e+02	
2.5000000000000000e+00	3.2469499999999999e+02	3.2559199999999998e+02	3.2490800000000002e+02	3.3278899999999999e+02	3.2499900000000002e+02	3.2466100000000000e+02	3.2518099999999998e+02	3.2485899999999998e+02	3.2570699999999999e+02	
2.7500000000000000e+00	3.5566699999999997e+02	3.5768000000000001e+02	3.5871499999999997e+02	3.5671300000000002e+02	3.5662599999999998e+02	3.5713700000000000e+02	3.5642300000000000e+02	3.5778500000000003e+02	3.5626600000000002e+02	
3.0000000000000000e+00	3.9097100000000000e+02	3.8864699999999999e+02	3.8976999999999998e+02	3.8969999999999999e+02	3.9019299999999998e+02	3.8943400000000003e+02	3.8984199999999998e+02	3.8971499999999997e+02	3.9561500000000001e+02	
3.2500000000000000e+00	4.2258300000000003e+02	4.2320200000000000e+02	4.3254700000000003e+02	4.2288900000000001e+02	4.2415199999999999e+02	4.2101999999999998e+02	4.2171100000000001e+02	4.2202400000000000e+02	4.2360100000000000e+02	
3.5000000000000000e+00	4.5605000000000001e+02	4.5705799999999999e+02	4.5889299999999997e+02	4.5872300000000001e+02	4.5801200000000000e+02	4.6537799999999999e+02	4.5683499999999998e+02	4.5681500000000000e+02	4.5767599999999999e+02	
3.7500000000000000e+00	4.8930399999999997e+02	4.8860800000000000e+02	4.8965899999999999e+02	4.8831200000000001e+02	4.8950000000000000e+02	4.8872699999999998e+02	4.8896100000000001e+02	4.8688999999999999e+02	4.8866399999999999e+02	
4.0000000000000000e+00	5.3379899999999998e+02	5.3035199999999998e+02	5.2086500000000001e+02	5.2164200000000005e+02	5.2153300000000002e+02	5.2022100000000000e+02	5.2175400000000002e+02	5.2336099999999999e+02	5.2047500000000002e+02	
4.2500000000000000e+00	5.5659600000000000e+02	5.5905100000000004e+02	5.6360900000000004e+02	5.5515099999999995e+02	5.5589599999999996e+02	5.7033299999999997e+02	5.5886300000000006e+02	5.6145600000000002e+02	5.5474400000000003e+02	
4.5000000000000000e+00	5.8878300000000002e+02	5.9517399999999998e+02	5.9847500000000002e+02	5.9228300000000002e+02	5.9508000000000004e+02	5.8873599999999999e+02	5.8834500000000003e+02	5.8986500000000001e+02	5.9485799999999995e+02	
4.7500000000000000e+00	6.2044500000000005e+02	6.1988000000000000e+02	6.2036000000000001e+02	6.1929300000000001e+02	6.2062699999999995e+02	6.1834400000000005e+02	6.2030200000000002e+02	6.2274599999999998e+02	6.2423800000000006e+02	
