1.0000000000000000e+00	9.8861758246471254e-07	3.8583953072126609e-01	5.8495596336010713e-01	8.1701559736211626e-01	4.2032033442151728e-01	4.7864155908740191e-01	8.1273732665973430e-01	5.1836453143458250e-01	6.6951322436452299e-01	3.6836262320385182e-01	
1.2500000000000000e+00	9.9291251132171965e-07	3.2980032828317984e-01	4.8098921195264033e-01	7.6281896546358152e-01	5.4241225381815505e-01	6.5067370480792286e-01	7.5734335626483729e-01	4.1056246056837842e-01	5.8046909340228947e-01	3.9221683296060661e-01	
1.5000000000000000e+00	9.8798026026969410e-07	1.8249746739378625e-01	2.5911223120216875e-01	5.6223661482922349e-01	4.0627700223791274e-01	5.0733532216993749e-01	5.5415926987133535e-01	2.0698248544425124e-01	3.4716488726950567e-01	2.6114497797165559e-01	
1.7500000000000000e+00	9.8869029063752834e-07	1.2784775817168381e-01	1.7445720643554496e-01	3.9352636062428770e-01	2.8849152934051248e-01	3.6454238424224894e-01	3.8715340854668745e-01	1.4039151585607579e-01	2.3448890652528132e-01	1.8383632307260145e-01	
2.0000000000000000e+00	9.9505655870579801e-07	2.8194615575260373e-02	3.9151394820744256e-02	7.3903803369511079e-02	4.5431607301084975e-02	5.5521358919371822e-02	7.2856834889648892e-02	3.3469588658370908e-02	4.8613273223672926e-02	3.3204893780428679e-02	
2.2500000000000000e+00	9.6458533760390708e-07	3.1214440358604545e-03	4.0099265400173056e-03	7.3459316832720223e-03	5.0130015638003567e-03	6.0592361966097519e-03	7.2430286342259897e-03	3.4969908265489735e-03	4.8959149325175089e-03	3.7132964032899896e-03	
2.5000000000000000e+00	8.0600161245225621e-07	9.6916472796526598e-04	1.0007011427723977e-03	1.5872420744582616e-03	1.5492227240220258e-03	1.8266748166897440e-03	1.5678648825795394e-03	9.3242429710715946e-04	1.1441442573842941e-03	1.1803333830748830e-03	
2.7500000000000000e+00	8.4641426445486445e-07	4.0644929442179567e-04	3.5333308198881586e-04	4.4282042234877750e-04	6.0983699734262764e-04	6.9521973693253969e-04	4.3920114501860841e-04	3.5385318292757706e-04	3.6944949160666596e-04	4.8877082849863029e-04	
3.0000000000000000e+00	8.7339569965205754e-07	2.0669107420312471e-04	1.9174445988479061e-04	2.2422022693535659e-04	2.7160102260137542e-04	2.9898089639213143e-04	2.2288697562855564e-04	1.9184791043891369e-04	1.9796166070762400e-04	2.3301893450655697e-04	
3.2500000000000000e+00	2.4922845431873952e-07	1.2483790777451098e-04	1.3331650991021959e-04	1.7493393312173477e-04	1.5292082306217480e-04	1.6748121480802958e-04	1.7354835970084803e-04	1.2805560619677525e-04	1.4403351947001042e-04	1.3442126704887869e-04	
3.5000000000000000e+00	3.5169422596403876e-07	9.4869459723034844e-05	1.0103928680216256e-04	1.4347998238783966e-04	1.2807835532369083e-04	1.4485454968271583e-04	1.4206617345202677e-04	9.5714943537772434e-05	1.1173513740492247e-04	1.0638738783630419e-04	
3.7500000000000000e+00	6.4268665533884217e-07	6.3034261177374873e-05	6.2088136887128442e-05	9.7919746008590103e-05	1.0304901394353472e-04	1.2183876339322275e-04	9.6673042497497086e-05	5.8481738404503325e-05	7.0513650607839651e-05	7.7822479453204529e-05	
4.0000000000000000e+00	4.3282803752209276e-07	4.9910392356355970e-05	4.5376277555075895e-05	7.4916863822993562e-05	9.0266997627708179e-05	1.0857882095094418e-04	7.3854623047431289e-05	4.2987408016337270e-05	5.1953611874488992e-05	6.5244930041563620e-05	
4.2500000000000000e+00	3.8583705985750782e-07	3.6002983117233711e-05	3.4052980677934386e-05	5.9830104443658882e-05	6.7377375164157094e-05	8.1892704644426217e-05	5.8926220347865765e-05	3.1625207822849610e-05	3.9995841087936412e-05	4.7737229720512531e-05	
4.5000000000000000e+00	9.2864301548534200e-07	2.2959495166952060e-05	2.7087039749851272e-05	5.1261381161626929e-05	4.0828082267463373e-05	5.0030223798458451e-05	5.0475722515264110e-05	2.3828962079641691e-05	3.3255175146962301e-05	2.9018347764364627e-05	
4.7500000000000000e+00	5.7334103120698643e-07	1.5223070162329044e-05	2.0317359669785873e-05	3.9131117835267126e-05	2.5469960427071392e-05	3.1233124988094829e-05	3.8537937492422181e-05	1.7483371431925576e-05	2.5304519839397521e-05	1.8375553571647885e-05	
