2.0000000000000000e+00	4.9706164961828891e-02
3.0000000000000000e+00	7.1928427373690873e-03
4.0000000000000000e+00	1.0091684688876557e-03
5.0000000000000000e+00	1.1445260755704734e-04
6.0000000000000000e+00	1.2296272958511878e-05
7.0000000000000000e+00	4.8164855953602981e-06
8.0000000000000000e+00	2.1652144852613020e-06
9.0000000000000000e+00	9.7204110893756024e-07
1.0000000000000000e+01	5.8018530380010702e-07
1.1000000000000000e+01	2.8040334454360050e-07
1.2000000000000000e+01	1.8377966448657190e-07
1.3000000000000000e+01	1.1010798028898705e-07
1.4000000000000000e+01	6.6630938211353907e-08
1.5000000000000000e+01	4.9451479022799560e-08
1.6000000000000000e+01	2.9318420136092982e-08
