1.2500000000000000e-01	1.3698912681118676e+00	9.6627323293327039e-01	0.0000000000000000e+00
3.7500000000000000e-01	1.6517759580010716e+00	1.0142104163777013e+00	0.0000000000000000e+00
6.2500000000000000e-01	1.6801941881385030e+00	7.2797701588752983e-01	0.0000000000000000e+00
8.7500000000000000e-01	1.4794717062894389e+00	1.7665293874115556e-01	0.0000000000000000e+00
1.1250000000000000e+00	1.2268950182269500e+00	-3.0010841467104871e-01	0.0000000000000000e+00
1.3750000000000000e+00	1.1752879120489057e+00	-1.9146156292207953e-01	0.0000000000000000e+00
1.6250000000000000e+00	1.5130663835504912e+00	8.9710560645041493e-01	0.0000000000000000e+00
1.8750000000000000e+00	2.2228723761959244e+00	2.8710823112176418e+00	0.0000000000000000e+00
2.1250000000000000e+00	3.0407950223355629e+00	4.9854346708927748e+00	0.0000000000000000e+00
2.3750000000000000e+00	3.5792357525089127e+00	6.1280873196809402e+00	0.0000000000000000e+00
2.6250000000000000e+00	3.5563079724516449e+00	5.4614658352127634e+00	0.0000000000000000e+00
2.8750000000000000e+00	2.9832078425811517e+00	3.0096666996409520e+00	0.0000000000000000e+00
3.1250000000000000e+00	2.1747126601874833e+00	-2.6873775593742805e-01	0.0000000000000000e+00
3.3750000000000000e+00	1.5695336540840796e+00	-3.0310422973062336e+00	0.0000000000000000e+00
3.6250000000000000e+00	1.4756083849507549e+00	-4.3398538310832109e+00	0.0000000000000000e+00
3.8750000000000000e+00	1.8965126335778695e+00	-4.0768296135523503e+00	0.0000000000000000e+00
4.1250000000000000e+00	2.5420725751025115e+00	-2.7441001157186422e+00	0.0000000000000000e+00
4.3750000000000000e+00	3.0071356757650798e+00	-9.4907155394975040e-01	0.0000000000000000e+00
4.6250000000000000e+00	3.0071748333335475e+00	9.4870903787998495e-01	0.0000000000000000e+00
4.8750000000000000e+00	2.5421935343779860e+00	2.7446994417870001e+00	0.0000000000000000e+00
5.1250000000000000e+00	1.8967098516577803e+00	4.0766009274392374e+00	0.0000000000000000e+00
5.3750000000000000e+00	1.4759140156087087e+00	4.3407241688124909e+00	0.0000000000000000e+00
5.6250000000000000e+00	1.5699701653540037e+00	3.0321965065236371e+00	0.0000000000000000e+00
5.8750000000000000e+00	2.1752921945760146e+00	2.6931960984052056e-01	0.0000000000000000e+00
6.1250000000000000e+00	2.9840507326053762e+00	-3.0092826133406492e+00	0.0000000000000000e+00
6.3750000000000000e+00	3.5571541829412130e+00	-5.4620972999870929e+00	0.0000000000000000e+00
6.6250000000000000e+00	3.5799185127481810e+00	-6.1293613867792827e+00	0.0000000000000000e+00
6.8750000000000000e+00	3.0411595026785232e+00	-4.9869217078249903e+00	0.0000000000000000e+00
7.1250000000000000e+00	2.2227263454576507e+00	-2.8720614475891568e+00	0.0000000000000000e+00
7.3750000000000000e+00	1.5126600501868361e+00	-8.9785198808467648e-01	0.0000000000000000e+00
7.6250000000000000e+00	1.1748397114694835e+00	1.9100596395633848e-01	0.0000000000000000e+00
7.8750000000000000e+00	1.2266239753851875e+00	2.9996605700709134e-01	0.0000000000000000e+00
8.1250000000000000e+00	1.4798490559075146e+00	-1.7779295904614251e-01	0.0000000000000000e+00
8.3750000000000000e+00	1.6808283280249365e+00	-7.2887533831635698e-01	0.0000000000000000e+00
8.6250000000000000e+00	1.6525360960450763e+00	-1.0149611263200904e+00	0.0000000000000000e+00
8.8750000000000000e+00	1.3706348547269505e+00	-9.6696637203456148e-01	0.0000000000000000e+00
