1.2500000000000000e-01	9.2741633926301448e-01	9.0627547456340773e-01	3.7392613733348623e-04	8.8813575838310996e-02	3.6775055433004425e-05	4.3529027040567769e-03	1.8241304409183882e-06	1.4549370873062178e-04	2.7862249087286962e-08
3.7500000000000000e-01	8.6153919100629772e-01	8.2618481006144184e-01	3.6298379381848244e-03	1.5413242228747737e-01	6.9483095684968479e-04	1.4528944437891723e-02	5.6176738228332989e-05	7.6916839367388644e-04	3.8091862020633115e-06
6.2500000000000000e-01	9.4380378172220991e-01	9.2358406501105694e-01	6.6894010062450030e-03	6.6814771737247189e-02	5.0126567166162159e-04	2.3376176119303195e-03	1.9698054908760366e-05	5.2453189144764861e-05	7.2771775246511866e-07
8.7500000000000000e-01	8.8042142752517238e-01	8.8021477181635888e-01	5.3436939574957563e-03	1.0702304933417053e-01	6.6680969656431467e-04	6.4889005825747494e-03	3.7112828287372060e-05	2.2409041522115580e-04	1.5713692743777092e-06
1.1250000000000000e+00	7.3930957208994019e-01	7.8371040355255428e-01	5.1809019525521317e-03	1.8801430161937055e-01	1.2572040150363476e-03	2.1371711229409122e-02	2.2232051720177000e-05	4.0640585047178873e-04	3.6839728831611793e-05
1.3750000000000000e+00	7.8127938184190349e-01	8.5115650334859716e-01	7.5163949994817526e-03	1.3356486073098434e-01	1.1040772882137937e-03	5.8306536685366261e-03	2.4816432091849508e-05	6.7782343881358175e-04	1.2487009323053732e-04
1.6250000000000000e+00	7.0519212345441107e-01	7.0777797669696285e-01	1.6604339770682344e-02	2.2451742352464790e-01	2.6406849150764572e-03	4.2046035103008444e-02	2.3942329361222912e-04	5.8437361416514982e-03	3.3038055430892706e-04
1.8750000000000000e+00	4.5719215115107564e-01	4.3632428622437563e-01	1.4596715549384805e-02	3.8784014622906327e-01	3.9271659779852508e-03	1.5494405511920462e-01	5.0709397336847265e-04	1.8457470693236846e-03	1.4789857259050278e-05
2.1250000000000000e+00	4.4144390886046225e-01	4.4372432784697380e-01	1.8866475096007484e-02	4.9248580804048586e-01	2.0286569023827368e-02	1.7643461092480713e-02	1.8335026406523965e-03	3.4810073604252434e-03	1.6788488991224620e-03
2.3750000000000000e+00	6.9611558239717874e-01	6.7257188469245255e-01	9.5532755020265120e-02	1.6103748489049274e-01	8.0912461729021421e-03	6.2252947953106340e-02	2.0308521960483544e-04	2.3538563925042948e-04	7.5210411906417849e-05
2.6250000000000000e+00	7.0178557449312973e-01	6.1000290406164326e-01	1.4409242846565060e-01	1.3617709938035011e-01	9.1448365438263259e-03	9.2152947940808749e-02	2.4053823904456625e-04	7.2047349896129254e-03	9.8451037901419380e-04
2.8750000000000000e+00	5.8996631497796748e-01	4.6153528816191014e-01	1.3026400042063477e-01	3.4131718660184601e-01	4.6324045907319443e-02	1.7209661422107340e-02	3.0227911806549037e-03	2.3191196867073963e-04	9.5114336805020313e-05
3.1250000000000000e+00	7.5733930005373951e-01	5.7806401732476786e-01	2.0701231250248908e-01	1.6440939974540950e-01	3.3617505551039151e-02	1.5082623097480739e-02	1.0149141365384659e-03	3.9836155964279859e-04	4.0086608256747650e-04
3.3750000000000000e+00	9.2835338843330273e-01	6.5863662611578722e-01	3.2531782465970677e-01	3.0086369409615212e-03	1.0469364629624724e-04	1.2134588147879034e-02	5.1013276665841943e-05	6.7744302592103074e-04	6.9174186724886108e-05
3.6250000000000000e+00	8.3022066630573288e-01	5.3158592268179672e-01	3.1603837269364415e-01	1.0589250064084893e-01	3.0491924941424896e-02	1.4138165825468398e-02	1.2030220965186934e-03	6.3616845987406656e-04	1.3922660352120648e-05
3.8750000000000000e+00	7.5613712450729542e-01	4.6380735389150496e-01	2.9333125573303881e-01	1.7673368062835051e-01	6.0860286701269924e-02	2.8476867711035555e-03	2.0900325726432296e-03	2.8692610597156620e-05	3.0101109142382864e-04
4.1250000000000000e+00	8.9250673208548792e-01	5.3412091648237026e-01	3.8615542030422878e-01	4.9118803440833581e-02	2.0260057169999658e-02	9.4849598851699281e-03	6.7727176642939512e-04	1.6607567545760853e-04	1.6495275454531208e-05
4.3750000000000000e+00	9.6545613508811146e-01	5.3335239605189200e-01	4.5724334522934801e-01	2.7761657817582043e-03	1.5770601827534345e-03	4.5964879076195314e-03	9.8078953707473961e-05	3.2826569313610103e-04	2.8200199714344147e-05
4.6250000000000000e+00	8.7205754948151559e-01	4.4337649281032226e-01	4.2945922057276870e-01	7.8440276188236388e-02	3.8882597230141355e-02	7.9046531698964573e-03	1.4457834650286334e-03	4.4241377678201914e-04	4.8562786772232224e-05
4.8750000000000000e+00	7.9484549555557726e-01	3.9024664725180530e-01	3.9940669683882962e-01	1.3359525818658438e-01	7.1375224264402959e-02	2.8604425481778008e-03	2.2859130682559778e-03	4.7825337968439805e-05	1.8199250397210864e-04
5.1250000000000000e+00	8.7269557303738343e-01	4.1763276715884573e-01	4.6224463066342159e-01	6.9041538785667322e-02	4.1896275067143746e-02	7.6254632630063570e-03	1.3983051969582983e-03	1.3412954140626436e-04	2.6890323530885481e-05
5.3750000000000000e+00	9.7211923020692692e-01	4.3521393546056758e-01	5.5621542879559294e-01	3.2909144224579855e-03	2.0704611287238836e-03	2.9105769147563612e-03	1.3811945899505268e-04	1.4508652520275116e-04	1.5477293643395923e-05
5.6250000000000000e+00	9.2196221551642143e-01	3.7660370606517757e-01	5.5692937750240745e-01	3.4178170031026765e-02	2.4791358048380327e-02	6.0258991686346908e-03	1.0342544452168721e-03	4.1370516945397694e-04	2.3529569687047361e-05
5.8750000000000000e+00	8.0871309279267622e-01	3.0841895963793192e-01	4.9701014219010586e-01	1.0749260453820407e-01	8.1418686427621831e-02	2.9011892752440938e-03	2.5407687868465225e-03	7.2595561395235182e-05	1.4505358261282885e-04
6.1250000000000000e+00	8.7068123380608797e-01	3.2254101690150533e-01	5.6036025225042141e-01	5.6861719455205698e-02	5.0653599533686519e-02	7.6771049594772682e-03	1.7080382920430094e-03	1.3769295330771485e-04	6.0575654313010493e-05
6.3750000000000000e+00	9.6213547852884296e-01	3.2127557095046189e-01	6.7251174833459082e-01	1.2444131371291674e-04	5.7250379639748378e-05	5.1468209748105898e-03	4.7542507326032171e-04	3.7532075661885823e-04	3.3422216873377065e-05
6.6250000000000000e+00	7.9829029349182690e-01	2.1745385970274861e-01	5.8567617608794131e-01	8.5750535615629175e-02	9.2405692931900665e-02	1.3001986231770596e-02	4.0748860480140170e-03	9.1628664914882192e-04	7.2057673278841492e-04
6.8750000000000000e+00	5.8221332685034266e-01	1.3702544072336020e-01	4.3638293177374654e-01	1.7716900095663585e-01	2.3377652271071506e-01	8.6731673750092293e-03	5.6674286631915255e-03	6.7793272957778893e-04	6.2757506774314259e-04
7.1250000000000000e+00	6.6033706575070894e-01	1.4159005282001483e-01	5.7211465654703253e-01	5.2600847279110081e-02	1.2710269730081958e-01	9.2717168007109357e-02	1.1563349190478170e-02	1.7296279827746514e-03	5.8160087265362399e-04
7.3750000000000000e+00	7.0645817319216042e-01	9.7805382223022000e-02	6.7719567449808982e-01	4.0510253962636640e-02	9.6754886495443129e-02	6.7546447080428715e-02	1.2641434777350326e-02	7.0924475652623291e-03	4.5347339777068588e-04
7.6250000000000000e+00	4.5627016765770773e-01	2.2778573002525237e-02	4.5293511057256691e-01	1.5487253696858905e-01	3.3934764461447159e-01	1.6397262334289269e-02	1.0118712057159448e-02	1.0960413723090095e-04	3.4405563131730001e-03
7.8750000000000000e+00	4.1406575587347638e-01	1.5154393786458407e-02	3.8613810062916309e-01	7.9249585098908296e-02	3.6015122845929554e-01	1.3175790906260121e-01	1.4949560237546029e-02	1.1607658507198037e-02	9.9156421885445876e-04
