1.0000000000000000e+00	8.1213156283723276e-02	8.1213156283723276e-02	8.1213156283723276e-02	8.1213156283723276e-02	8.1213156283723276e-02	8.1213156283723276e-02	8.1213156283723276e-02	8.1213156283723276e-02	8.1213156283723276e-02	8.1213156283723276e-02	
1.2500000000000000e+00	2.2949748215320587e-02	2.2949748215323695e-02	2.2949748215323695e-02	2.2949748215323695e-02	2.2949748215323695e-02	2.2949748215323695e-02	2.2949748215323695e-02	2.2949748215323695e-02	2.2949748215323695e-02	2.2949748215323695e-02	
1.5000000000000000e+00	2.6965111653017848e-03	2.6965111653064477e-03	2.6965111653064477e-03	2.6965111653064477e-03	2.6965111653064477e-03	2.6965111653064477e-03	2.6965111653064477e-03	2.6965111653064477e-03	2.6965111653064477e-03	2.6965111653064477e-03	
1.7500000000000000e+00	1.4873996695863312e-05	1.4873996705744297e-05	1.4873996705744297e-05	1.4873996705744297e-05	1.4873996705744297e-05	1.4873996705744297e-05	1.4873996705744297e-05	1.4873996705744297e-05	1.4873996705744297e-05	1.4873996705744297e-05	
2.0000000000000000e+00	9.9999593261568265e-07	9.9999593261568265e-07	9.9999593261568265e-07	9.9999593261568265e-07	9.9999593261568265e-07	9.9999593261568265e-07	9.9999593261568265e-07	9.9999593261568265e-07	9.9999593261568265e-07	9.9999593261568265e-07	
2.2500000000000000e+00	9.9977683498675418e-07	9.9977683498675418e-07	9.9977683498675418e-07	9.9977683498675418e-07	9.9977683498675418e-07	9.9977683498675418e-07	9.9977683498675418e-07	9.9977683498675418e-07	9.9977683498675418e-07	9.9977683498675418e-07	
2.5000000000000000e+00	9.9986070878355093e-07	9.9986070878355093e-07	9.9986070878355093e-07	9.9986070878355093e-07	9.9986070878355093e-07	9.9986070878355093e-07	9.9986070878355093e-07	9.9986070878355093e-07	9.9986070878355093e-07	9.9986070878355093e-07	
2.7500000000000000e+00	9.8682931293225806e-07	9.8682931293225806e-07	9.8682931293225806e-07	9.8682931293225806e-07	9.8682931293225806e-07	9.8682931293225806e-07	9.8682931293225806e-07	9.8682931293225806e-07	9.8682931293225806e-07	9.8682931293225806e-07	
3.0000000000000000e+00	9.6993845744020035e-07	9.6993845744020035e-07	9.6993845744020035e-07	9.6993845744020035e-07	9.6993845744020035e-07	9.6993845744020035e-07	9.6993845744020035e-07	9.6993845744020035e-07	9.6993845744020035e-07	9.6993845744020035e-07	
3.2500000000000000e+00	9.9072828974033911e-07	9.9072828974033911e-07	9.9072828974033911e-07	9.9072828974033911e-07	9.9072828974033911e-07	9.9072828974033911e-07	9.9072828974033911e-07	9.9072828974033911e-07	9.9072828974033911e-07	9.9072828974033911e-07	
3.5000000000000000e+00	9.6249294523342854e-07	9.6249294523342854e-07	9.6249294523342854e-07	9.6249294523342854e-07	9.6249294523342854e-07	9.6249294523342854e-07	9.6249294523342854e-07	9.6249294523342854e-07	9.6249294523342854e-07	9.6249294523342854e-07	
3.7500000000000000e+00	9.7048818481493271e-07	9.7048818481493271e-07	9.7048818481493271e-07	9.7048818481493271e-07	9.7048818481493271e-07	9.7048818481493271e-07	9.7048818481493271e-07	9.7048818481493271e-07	9.7048818481493271e-07	9.7048818481493271e-07	
