;;;-1.04673e-008;0.00508884
;;;-1.04648e-008;0.00510272
;;;-1.04623e-008;0.00513046
;;;-1.04598e-008;0.0051582
;;;-1.04573e-008;0.00518595
;;;-1.04548e-008;0.00521369
;;;-1.04523e-008;0.00524143
;;;-1.04498e-008;0.00526918
;;;-1.04473e-008;0.00529692
;;;-1.04448e-008;0.00533853
;;;-1.04423e-008;0.00536628
;;;-1.04398e-008;0.00540789
;;;-1.04373e-008;0.00543564
;;;-1.04348e-008;0.00547725
;;;-1.04323e-008;0.00551887
;;;-1.04298e-008;0.00556048
;;;-1.04273e-008;0.0056021
;;;-1.04248e-008;0.00564371
;;;-1.04223e-008;0.0056992
;;;-1.04198e-008;0.00574081
;;;-1.04173e-008;0.0057963
;;;-1.04148e-008;0.00585178
;;;-1.04123e-008;0.00590727
;;;-1.04098e-008;0.00596276
;;;-1.04073e-008;0.00601824
;;;-1.04048e-008;0.0060876
;;;-1.04023e-008;0.00614309
;;;-1.03998e-008;0.00621245
;;;-1.03973e-008;0.0062818
;;;-1.03948e-008;0.00633729
;;;-1.03923e-008;0.00640665
;;;-1.03898e-008;0.00648988
;;;-1.03873e-008;0.00655924
;;;-1.03848e-008;0.0066286
;;;-1.03823e-008;0.00669795
;;;-1.03798e-008;0.00678118
;;;-1.03773e-008;0.00685054
;;;-1.03748e-008;0.00693377
;;;-1.03723e-008;0.00700313
;;;-1.03698e-008;0.00708636
;;;-1.03673e-008;0.00716959
;;;-1.03648e-008;0.00723895
;;;-1.03623e-008;0.00732218
;;;-1.03598e-008;0.00740541
;;;-1.03573e-008;0.00748864
;;;-1.03548e-008;0.00755799
;;;-1.03523e-008;0.00764122
;;;-1.03498e-008;0.00772445
;;;-1.03473e-008;0.00780768
;;;-1.03448e-008;0.00787704
;;;-1.03423e-008;0.00796027
;;;-1.03398e-008;0.00802963
;;;-1.03373e-008;0.00811286
;;;-1.03348e-008;0.00818222
;;;-1.03323e-008;0.00825158
;;;-1.03298e-008;0.00832093
;;;-1.03273e-008;0.00839029
;;;-1.03248e-008;0.00845965
;;;-1.03223e-008;0.00852901
;;;-1.03198e-008;0.00858449
;;;-1.03173e-008;0.00863998
;;;-1.03148e-008;0.00869547
;;;-1.03123e-008;0.00875095
;;;-1.03098e-008;0.00880644
;;;-1.03073e-008;0.00884806
;;;-1.03048e-008;0.00888967
;;;-1.03023e-008;0.00893129
;;;-1.02998e-008;0.0089729
;;;-1.02973e-008;0.00900064
;;;-1.02948e-008;0.00902839
;;;-1.02923e-008;0.00905613
;;;-1.02898e-008;0.00907
;;;-1.02873e-008;0.00908387
;;;-1.02848e-008;0.00909775
;;;-1.02823e-008;0.00909775
;;;-1.02798e-008;0.00909775
;;;-1.02773e-008;0.00909775
;;;-1.02748e-008;0.00908387
;;;-1.02723e-008;0.00907
;;;-1.02698e-008;0.00905613
;;;-1.02673e-008;0.00902839
;;;-1.02648e-008;0.00900064
;;;-1.02623e-008;0.00895903
;;;-1.02598e-008;0.00891741
;;;-1.02573e-008;0.00886193
;;;-1.02548e-008;0.00882031
;;;-1.02523e-008;0.00875095
;;;-1.02498e-008;0.0086816
;;;-1.02473e-008;0.00861224
;;;-1.02448e-008;0.00854288
;;;-1.02423e-008;0.00845965
;;;-1.02398e-008;0.00837642
;;;-1.02373e-008;0.00827932
;;;-1.02348e-008;0.00818222
;;;-1.02323e-008;0.00808512
;;;-1.02298e-008;0.00797414
;;;-1.02273e-008;0.00786317
;;;-1.02248e-008;0.00773833
;;;-1.02223e-008;0.00762735
;;;-1.02198e-008;0.00750251
;;;-1.02173e-008;0.00737766
;;;-1.02148e-008;0.00723895
;;;-1.02123e-008;0.00710023
;;;-1.02098e-008;0.00696151
;;;-1.02073e-008;0.0068228
;;;-1.02048e-008;0.00667021
;;;-1.02023e-008;0.00651762
;;;-1.01998e-008;0.00636503
;;;-1.01973e-008;0.00619858
;;;-1.01948e-008;0.00604599
;;;-1.01923e-008;0.00587953
;;;-1.01898e-008;0.00571307
;;;-1.01873e-008;0.00554661
;;;-1.01848e-008;0.00538015
;;;-1.01823e-008;0.00521369
;;;-1.01798e-008;0.00503336
;;;-1.01773e-008;0.0048669
;;;-1.01748e-008;0.00468657
;;;-1.01723e-008;0.00450624
;;;-1.01698e-008;0.00433978
;;;-1.01673e-008;0.00415945
;;;-1.01648e-008;0.00397911
;;;-1.01623e-008;0.00381266
;;;-1.01598e-008;0.00363232
;;;-1.01573e-008;0.00346586
;;;-1.01548e-008;0.00328553
;;;-1.01523e-008;0.00311907
;;;-1.01498e-008;0.00295261
;;;-1.01473e-008;0.00278616
;;;-1.01448e-008;0.0026197
;;;-1.01423e-008;0.00245324
;;;-1.01398e-008;0.00230065
;;;-1.01373e-008;0.00214806
;;;-1.01348e-008;0.00199547
;;;-1.01323e-008;0.00184288
;;;-1.01298e-008;0.00170417
;;;-1.01273e-008;0.00156545
;;;-1.01248e-008;0.00142674
;;;-1.01223e-008;0.00130189
;;;-1.01198e-008;0.00117705
;;;-1.01173e-008;0.0010522
;;;-1.01148e-008;0.000927357
;;;-1.01123e-008;0.000816384
;;;-1.01098e-008;0.000705411
;;;-1.01073e-008;0.00060831
;;;-1.01048e-008;0.000497337
;;;-1.01023e-008;0.000414107
;;;-1.00998e-008;0.000317006
;;;-1.00973e-008;0.000247647
;;;-1.00948e-008;0.000164418
;;;-1.00923e-008;9.50595e-005
;;;-1.00898e-008;2.57013e-005
;;;-1.00873e-008;-2.97852e-005
;;;-1.00848e-008;-8.52717e-005
;;;-1.00823e-008;-0.000126887
;;;-1.00798e-008;-0.000168501
;;;-1.00773e-008;-0.000196245
;;;-1.00748e-008;-0.000223988
;;;-1.00723e-008;-0.000251731
;;;-1.00698e-008;-0.000265603
;;;-1.00673e-008;-0.000279474
;;;-1.00648e-008;-0.000279474
;;;-1.00623e-008;-0.000279474
;;;-1.00598e-008;-0.000265603
;;;-1.00573e-008;-0.000251731
;;;-1.00548e-008;-0.000223988
;;;-1.00523e-008;-0.000196245
;;;-1.00498e-008;-0.000168501
;;;-1.00473e-008;-0.000126887
;;;-1.00448e-008;-8.52717e-005
;;;-1.00423e-008;-4.36568e-005
;;;-1.00398e-008;1.18297e-005
;;;-1.00373e-008;6.73162e-005
;;;-1.00348e-008;0.000136674
;;;-1.00323e-008;0.000206032
;;;-1.00298e-008;0.000275391
;;;-1.00273e-008;0.00035862
;;;-1.00248e-008;0.00044185
;;;-1.00223e-008;0.00052508
;;;-1.00198e-008;0.000622181
;;;-1.00173e-008;0.000705411
;;;-1.00148e-008;0.000802512
;;;-1.00123e-008;0.000913485
;;;-1.00098e-008;0.00101059
;;;-1.00073e-008;0.00112156
;;;-1.00048e-008;0.00123253
;;;-1.00023e-008;0.00134351
;;;-9.99984e-009;0.00145448
;;;-9.99734e-009;0.00156545
;;;-9.99484e-009;0.0016903
;;;-9.99234e-009;0.00180127
;;;-9.98984e-009;0.00192611
;;;-9.98734e-009;0.00205096
;;;-9.98484e-009;0.0021758
;;;-9.98234e-009;0.00230065
;;;-9.97984e-009;0.00242549
;;;-9.97734e-009;0.00255034
;;;-9.97484e-009;0.00267518
;;;-9.97234e-009;0.0028139
;;;-9.96984e-009;0.00293874
;;;-9.96734e-009;0.00306359
;;;-9.96484e-009;0.00318843
;;;-9.96234e-009;0.00331328
;;;-9.95984e-009;0.00343812
;;;-9.95734e-009;0.00356297
;;;-9.95484e-009;0.00368781
;;;-9.95234e-009;0.00381266
;;;-9.94984e-009;0.00392363
;;;-9.94734e-009;0.00404847
