1.2500000000000000e-01	9.9781069775445397e-01	4.2772479594215523e-03	6.5923717670782658e-02	2.8321265319061626e-04	3.0821712934944842e-03	7.4724127867955658e-06
3.7500000000000000e-01	9.9440316810518148e-01	1.6321370291362897e-02	1.0408662481612277e-01	1.7175504335349046e-03	7.6789056622913032e-03	1.0534190146553072e-04
6.2500000000000000e-01	9.9630091747104843e-01	2.7146683525375435e-02	8.1375189200552034e-02	2.2287554230288531e-03	4.5364905110187089e-03	2.6628105951393224e-04
8.7500000000000000e-01	9.9928755578291695e-01	2.9640947031050708e-02	2.3350866765632486e-02	5.8518481646941821e-04	3.4747408157063438e-04	2.6259911260774450e-04
1.1250000000000000e+00	9.9699109990530199e-01	3.3249797841063855e-02	6.9895965148325079e-02	2.1286474901927709e-03	3.6298193388905409e-03	2.1208620778677431e-04
1.3750000000000000e+00	9.9441305001455205e-01	4.6224696677782340e-02	9.4585496937197935e-02	4.4295220450426293e-03	6.3179120003606076e-03	1.0231986815528684e-04
1.6250000000000000e+00	9.9649059758517922e-01	5.6234271727268442e-02	6.1839743351179019e-02	3.7353004791047932e-03	2.4352276352981373e-03	3.9868106563822306e-04
1.8750000000000000e+00	9.9806141668693094e-01	5.7852676437414430e-02	2.2918171556301808e-02	8.3583692446499583e-04	6.1189110720452362e-04	4.0090937741856555e-04
2.1250000000000000e+00	9.9440397917607548e-01	6.2318908268512899e-02	8.4997168959211805e-02	4.8503003619841884e-03	5.3767774886008405e-03	3.5495093147202439e-04
2.3750000000000000e+00	9.9118335321876005e-01	7.7512778733516696e-02	1.0682959254385700e-01	8.5359774734534016e-03	7.8596409595197356e-03	3.6155842843758781e-04
2.6250000000000000e+00	9.9343476762232430e-01	9.0211246656884930e-02	6.9944244299108518e-02	6.9985840577724721e-03	2.6267193818018835e-03	1.1028652190819086e-03
2.8750000000000000e+00	9.9373452341681512e-01	9.2197208661802449e-02	6.2905585940527503e-02	4.4634112228800977e-03	3.5202267458040786e-03	1.3945988385736404e-03
3.1250000000000000e+00	9.8623605255197666e-01	9.9801581862797251e-02	1.3066190400282673e-01	1.2004150036314118e-02	1.2654115210422758e-02	1.1547713546102543e-03
3.3750000000000000e+00	9.8158787440839101e-01	1.2344520320074508e-01	1.4395286747479402e-01	1.8532806211117137e-02	1.3332972041360013e-02	1.6927839241864179e-03
3.6250000000000000e+00	9.8589987347297703e-01	1.4091913481502819e-01	8.9039449138429580e-02	1.4012431339309177e-02	3.2768511329900399e-03	2.8508666561527078e-03
3.8750000000000000e+00	9.8737927406468118e-01	1.4339335724659052e-01	6.6668868006826726e-02	6.9341293215644077e-03	4.7480703245964618e-03	2.2693528788097429e-03
4.1250000000000000e+00	9.8166472066780464e-01	1.5089248921874529e-01	1.1505509544771837e-01	1.5033866825905857e-02	1.0046118758974813e-02	1.1028378079604704e-03
4.3750000000000000e+00	9.7872283883902045e-01	1.7007869955249683e-01	1.1272486952654283e-01	2.0242980451643623e-02	7.4835435981552888e-03	1.4706465564495732e-03
4.6250000000000000e+00	9.8127096344878784e-01	1.8351587998428096e-01	5.6869400768913420e-02	1.3725953921573391e-02	8.2189962479349858e-04	2.4519404597181404e-03
4.8750000000000000e+00	9.8001904819666497e-01	1.8522967811173391e-01	7.1702922819794360e-02	8.6855588856176863e-03	5.4941270085565519e-03	2.3870510433579217e-03
5.1250000000000000e+00	9.7192360080815776e-01	1.9305458749249962e-01	1.3201856596206205e-01	2.2453518924326180e-02	1.2619202772731018e-02	1.4607843174417507e-03
5.3750000000000000e+00	9.6785225256515572e-01	2.1474969161652790e-01	1.2728622803291145e-01	2.9424432307019965e-02	8.2196235400237867e-03	3.0730897454979578e-03
5.6250000000000000e+00	9.7101668246064776e-01	2.2975779468198704e-01	6.2744743915002024e-02	1.9537883341336590e-02	2.0830176076526387e-03	3.8713601246996620e-03
5.8750000000000000e+00	9.7024129353750765e-01	2.3168518616622114e-01	6.9473038412063565e-02	9.5236363854841362e-03	5.4809616171068885e-03	2.5618683284650517e-03
6.1250000000000000e+00	9.6407766591344624e-01	2.3931120827876698e-01	1.1265052013319209e-01	2.2661547050455619e-02	8.9509843358302737e-03	7.7081609960816754e-04
6.3750000000000000e+00	9.6177295857551914e-01	2.5589413053881999e-01	9.3644444461127171e-02	2.6859880023910460e-02	3.9081661266528083e-03	2.2273780258045212e-03
6.6250000000000000e+00	9.6347346062523831e-01	2.6585981390076752e-01	2.8102841035842516e-02	1.5396238242168564e-02	2.1484027361098538e-03	2.4536835301742733e-03
6.8750000000000000e+00	9.6104730447990772e-01	2.6689910242094672e-01	7.0939059372684340e-02	9.6163035486454013e-03	4.9369976175778771e-03	1.9365677631452665e-03
7.1250000000000000e+00	9.5412044978757282e-01	2.7408829043102834e-01	1.1698473320409111e-01	2.7621564445275276e-02	8.9898954615830629e-03	7.6124904676801370e-04
7.3750000000000000e+00	9.5104352990175134e-01	2.9118771672679805e-01	9.7971477781587379e-02	3.3240578765213073e-02	3.2798483753529090e-03	3.4371381604046923e-03
7.6250000000000000e+00	9.5227739311598913e-01	3.0230159907546927e-01	3.6493767295238698e-02	2.0564468055235093e-02	3.4892286607307948e-03	3.8265705523850436e-03
7.8750000000000000e+00	9.4860005752365550e-01	3.0357982615152118e-01	8.7778971936421687e-02	1.5188917123317765e-02	7.2625394115354057e-03	2.9367369024387818e-03
8.1250000000000000e+00	9.4010535562958664e-01	3.1237192458559732e-01	1.3132069016272022e-01	3.5602120740555888e-02	1.0496311844959328e-02	1.7011228281433705e-03
8.3750000000000000e+00	9.3687643264361842e-01	3.3185025783140837e-01	1.0227296007904955e-01	4.0597656768521742e-02	2.5637223688381190e-03	4.8430944021895057e-03
8.6250000000000000e+00	9.3831500206004936e-01	3.4330352493214311e-01	3.3306128643915717e-02	2.3710988987244580e-02	4.2069547591318439e-03	4.2940663565761679e-03
8.8750000000000000e+00	9.3457082723049578e-01	3.4472545885534056e-01	8.6388314595890026e-02	1.5164305509672652e-02	6.5284690317125686e-03	2.4917741627086165e-03
9.1250000000000000e+00	9.2727080204712820e-01	3.5337234078907970e-01	1.1809875720562261e-01	3.5852166046433848e-02	7.8854122280988797e-03	1.4051499509286998e-03
9.3750000000000000e+00	9.2474897815218493e-01	3.6978761932130189e-01	8.0866310819624407e-02	3.9150436517746058e-02	2.3825233101327295e-03	4.3186433920613500e-03
9.6250000000000000e+00	9.2479679264503223e-01	3.7878439253563395e-01	2.7248613539820631e-02	2.2305345392164777e-02	4.2515625630121226e-03	3.8968099443262758e-03
9.8750000000000000e+00	9.1895477552044225e-01	3.7975178068453541e-01	1.0362822773839944e-01	2.2158556422998913e-02	8.4715209014092335e-03	3.0212152796438279e-03
1.0125000000000000e+01	9.0904797260828551e-01	3.8941234739266589e-01	1.3978810296376695e-01	4.8419548081156769e-02	9.6031756857453045e-03	3.5241800549795713e-03
1.0375000000000000e+01	9.0525307133874788e-01	4.0977732332886779e-01	9.8579984335180657e-02	5.3091520705431876e-02	2.5343683143608598e-03	7.5017472701035719e-03
1.0625000000000000e+01	9.0563213707570911e-01	4.2123465430541263e-01	3.6776424768139200e-02	3.1206586685997444e-02	5.8587404469199033e-03	5.5782611042031688e-03
1.0875000000000000e+01	9.0000780947311443e-01	4.2302050824070370e-01	1.0233993660612964e-01	2.2349092917036895e-02	7.6797514130464662e-03	2.7693563621333265e-03
1.1125000000000000e+01	8.9184203083377822e-01	4.3307173089043499e-01	1.2193678561593094e-01	4.6292623795070993e-02	6.7886329088170036e-03	2.9992833979705586e-03
1.1375000000000000e+01	8.8922105111507654e-01	4.4966807900125488e-01	6.9033455274970110e-02	4.7641607026031665e-02	4.1412168317655875e-03	5.6613282057021534e-03
1.1625000000000000e+01	8.8793574136559739e-01	4.5763748292737055e-01	3.7279014141882380e-02	2.6580933957682733e-02	4.8667914036997512e-03	4.2540358968953954e-03
1.1875000000000000e+01	8.7993851161170766e-01	4.5861417380925990e-01	1.1960571937225783e-01	3.1316084192553981e-02	9.1790665602108391e-03	3.2825089794077441e-03
1.2125000000000000e+01	8.6869463127512925e-01	4.6927486652163852e-01	1.4542900182900523e-01	6.2461921861953332e-02	7.6588877044635141e-03	6.4025329621050318e-03
1.2375000000000000e+01	8.6426806437214687e-01	4.9015788576023989e-01	9.0750934700273275e-02	6.6431026894521933e-02	5.7356534767976919e-03	1.0210226708504066e-02
1.2625000000000000e+01	8.6307897917328424e-01	5.0132698880163973e-01	4.5897410375039596e-02	3.9653618826262227e-02	6.7839969663751739e-03	6.3970015080190437e-03
1.2875000000000000e+01	8.5525486088763858e-01	5.0358852018386324e-01	1.1786033495488997e-01	3.1195963902276216e-02	7.9658596122490662e-03	3.1660114125969187e-03
1.3125000000000000e+01	8.4625554854014462e-01	5.1494224512333420e-01	1.2377168613307554e-01	5.7502579365568775e-02	5.7730984979515376e-03	5.1696386894671013e-03
1.3375000000000000e+01	8.4381555388583396e-01	5.3111064211295456e-01	5.3400390703161132e-02	5.4535585018988607e-02	5.8130923780394059e-03	6.1051659359058529e-03
1.3625000000000000e+01	8.4180794032359330e-01	5.3720072571307831e-01	4.6793384262591435e-02	2.3837466985688584e-02	3.0994055766323577e-03	2.7055394153888057e-03
1.3875000000000000e+01	8.3435129769153471e-01	5.3863087513931363e-01	1.1284725434094188e-01	3.0968065474470646e-02	6.1995320863718270e-03	1.6535711366615186e-03
