1.2500000000000000e-01	4.4545556885799211e-04	9.9955207249633637e-01	2.6853586687627154e-08	3.6599648159885803e-07	1.4453526144577537e-07	7.5327821976797092e-07	1.6954183759330361e-07	1.0117294183187279e-06
3.7500000000000000e-01	2.3580648535707171e-03	9.9760892006433732e-01	3.5162809306461670e-07	3.2782603356086276e-07	1.5409191102044585e-06	1.4392058302529141e-05	1.7009105599663805e-06	1.4701739992865511e-05
6.2500000000000000e-01	6.4930490814176112e-03	9.9335705254698992e-01	1.9313976056652583e-06	1.2013019239232633e-06	4.2482808807879521e-06	5.8700459872212729e-05	7.0332059667843454e-06	7.6783725341400712e-05
8.7500000000000000e-01	1.3302127827936629e-02	9.8631894336410963e-01	7.6707533380085765e-06	1.7500195309260103e-05	1.9202459373195140e-05	1.7586123015730541e-04	6.6021377007452457e-06	1.5209203207361408e-04
1.1250000000000000e+00	2.2962552962334286e-02	9.7613740764308299e-01	2.1685334548113065e-05	9.0913028476881147e-05	6.0061180120635800e-05	6.7488348587775376e-04	2.6258709988590754e-06	4.9870494558643199e-05
1.3750000000000000e+00	3.5503743860985211e-02	9.6258690720977380e-01	4.2231131254516278e-05	2.4056365683456838e-04	8.0784508749964931e-05	1.3730021339827341e-03	5.1356878639709283e-05	1.2141061977503848e-04
1.6250000000000000e+00	5.0836180410004893e-02	9.4595486301457443e-01	7.8435890006260426e-05	4.4109612444422444e-04	1.6570877416959066e-04	1.9971117469377909e-03	4.0729219821596075e-05	4.8587482003718851e-04
1.8750000000000000e+00	6.8816092704321236e-02	9.2640997294467731e-01	1.2789062851011266e-04	7.2094282799771718e-04	2.9897316156081595e-04	3.3096789874716166e-03	1.4262820913858219e-05	3.0218592454223434e-04
2.1250000000000000e+00	8.9333876265919834e-02	9.0412697775233897e-01	1.7540227235379109e-04	1.0088573817236346e-03	3.2263053490283976e-04	4.5338128656053286e-03	1.5009399456007813e-04	3.4834893258984352e-04
2.3750000000000000e+00	1.1225042915092764e-01	8.7952822712072376e-01	2.4775528655513054e-04	1.2444156637631621e-03	5.2708458195306271e-04	5.2778223214959797e-03	8.3940758095311149e-05	8.4032511647986054e-04
2.6250000000000000e+00	1.3753195439677507e-01	8.5264335850474537e-01	3.1710627641868487e-04	1.4841040170428886e-03	7.2730890832436469e-04	6.6600131787078578e-03	5.0274028144438291e-05	5.8588068983505518e-04
2.8750000000000000e+00	1.6521160658702125e-01	8.2358960902062095e-01	3.7452608090192684e-04	1.6359982511570885e-03	7.1111118443741234e-04	7.5678290610529993e-03	2.8412294727454558e-04	6.2519686752687972e-04
3.1250000000000000e+00	1.9519537926881547e-01	7.9260426825569164e-01	4.6611287368588408e-04	1.6793263242502734e-03	1.0595287734312838e-03	7.8712832702184012e-03	9.3570899142861159e-05	1.0305303347592448e-03
3.3750000000000000e+00	2.2752929398376387e-01	7.5964574862533363e-01	5.1750081105612553e-04	1.6686648553833278e-03	1.1792069185427199e-03	8.6422018420282826e-03	1.3541006971548467e-04	6.8197289417191976e-04
3.6250000000000000e+00	2.6215983592052433e-01	7.2490760543046528e-01	5.8516492997197052e-04	1.5117488190296792e-03	1.0919339983380032e-03	8.5606787376808005e-03	3.9245043406872646e-04	7.9058172991565184e-04
3.8750000000000000e+00	2.9890101575709732e-01	6.8843241555978807e-01	6.7904317091039570e-04	1.2712389086628859e-03	1.5274636161425373e-03	8.2711424345976760e-03	2.8851714273309646e-05	8.8882883852145088e-04
4.1250000000000000e+00	3.3772480467151239e-01	6.5033423677414648e-01	7.3428372108637796e-04	9.5889812302481898e-04	1.2706661384238381e-03	8.0713351748396556e-03	2.9887334797051119e-04	6.0690204899039549e-04
4.3750000000000000e+00	3.7806389461239731e-01	6.1094036792978046e-01	9.1111173690003788e-04	5.9345549622035669e-04	1.2808449512398702e-03	7.1746736950699681e-03	2.8579559937899862e-04	7.4985597900570551e-04
4.6250000000000000e+00	4.1953308638805581e-01	5.7045003836261243e-01	1.0643644427812398e-03	2.9006366734115197e-04	1.4082994719781087e-03	6.7058732030591938e-03	2.2128933926673168e-05	5.2614553023765435e-04
4.8750000000000000e+00	4.6157110554779529e-01	5.2931584480497706e-01	1.3806152541528600e-03	8.2230430680505369e-05	8.8821083711935198e-04	5.8351567991828416e-03	3.3092239892076186e-04	5.9591392716558660e-04
