8.3333333333333339e-04	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
2.5000000000000001e-03	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
4.1666666666666666e-03	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
5.8333333333333336e-03	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
7.5000000000000006e-03	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
9.1666666666666667e-03	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
1.0833333333333334e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
1.2500000000000001e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
1.4166666666666668e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
1.5833333333333335e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
1.7500000000000002e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
1.9166666666666669e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
2.0833333333333336e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
2.2500000000000003e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
2.4166666666666670e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
2.5833333333333337e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
2.7500000000000000e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
2.9166666666666667e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
3.0833333333333334e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
3.2500000000000001e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
3.4166666666666672e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
3.5833333333333335e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
3.7500000000000006e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
3.9166666666666669e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
4.0833333333333333e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
4.2500000000000003e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
4.4166666666666667e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
4.5833333333333337e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
4.7500000000000001e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
4.9166666666666671e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
5.0833333333333335e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
5.2500000000000005e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
5.4166666666666669e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
5.5833333333333339e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
5.7500000000000002e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
5.9166666666666673e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
6.0833333333333336e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
6.2500000000000000e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
6.4166666666666677e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
6.5833333333333341e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
6.7500000000000004e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
6.9166666666666668e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
7.0833333333333331e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
7.2500000000000009e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
7.4166666666666672e-02	1.6722424194326493e-11	1.1990496497281419e-11	1.8358437973826808e-10	0.0000000000000000e+00	0.0000000000000000e+00
