1	9.7504058196061927e-01	1.0000000000000000e+00
51	2.0030853260884940e-01	3.1250000000000000e-02
101	5.7127504542400342e-02	3.1250000000000000e-02
151	2.4267083609466611e-02	1.2500000000000000e-01
201	1.7097221375244720e-02	6.2500000000000000e-02
251	1.6118073426464430e-02	3.1250000000000000e-02
301	1.5948756580522527e-02	1.5625000000000000e-02
351	1.5875104907551174e-02	6.2500000000000000e-02
401	1.5819032285429580e-02	3.1250000000000000e-02
451	1.5771221002558566e-02	6.2500000000000000e-02
501	1.5721791738535940e-02	3.1250000000000000e-02
551	1.5685466293221428e-02	6.2500000000000000e-02
601	1.5621881667036375e-02	3.1250000000000000e-02
651	1.5574201000799981e-02	3.1250000000000000e-02
701	1.5522134931371556e-02	3.1250000000000000e-02
751	1.5479659254549194e-02	1.5625000000000000e-02
801	1.5423499060435719e-02	1.2500000000000000e-01
851	1.5411796728242555e-02	3.1250000000000000e-02
