1.0000000000000001e-05	9.8068282333104662e-01	4.3931763675733653e-03	5.3638595927724174e-03	2.4022903238179070e-05	4.9765352702603209e-03	2.2293404443944157e-05	2.7218041972165661e-05	1.2190015708053900e-07	4.4428624111264173e-03	1.9902669478968251e-05	2.4300498412844106e-05	1.0883325631130263e-07	2.2549875056266516e-05	1.0101638793598550e-07	1.2333245562484100e-07	5.5236112567615986e-10
3.0000000000000004e-05	9.7386151995307624e-01	2.8921416336491865e-03	9.2198250549641210e-03	2.7300438175245382e-05	5.8552718662565782e-03	1.7388618641508447e-05	5.5396315589886516e-05	1.6403037375697158e-07	7.9240772045592409e-03	2.3511653834167762e-05	7.5019885496214759e-05	2.2193869070598428e-07	4.7568889296034567e-05	1.4114151600063734e-07	4.5004447553449982e-07	1.3314049386075168e-09
5.0000000000000002e-05	9.5204234872946403e-01	7.0080021331714627e-03	1.6580993583281550e-02	1.2131751017797630e-04	1.4160622637939730e-02	1.0422815399312606e-04	2.4652194725103117e-04	1.8036019088120540e-06	9.3585230735771519e-03	6.8862226640996788e-05	1.6298880051238989e-04	1.1920770421120323e-06	1.3913201804438528e-04	1.0236860196004903e-06	2.4221071100185651e-06	1.7713865279074740e-08
7.0000000000000007e-05	9.5415802995601273e-01	4.5506862176753413e-03	1.7703728577112637e-02	8.3753262114801078e-05	1.0750291597866897e-02	5.1269252511586002e-05	1.9909840333361606e-04	9.4187814711060277e-07	1.2080592114496533e-02	5.7568079129580819e-05	2.2413204105407687e-04	1.0594380859820614e-06	1.3567818824548642e-04	6.4652638066858391e-07	2.5125913979709631e-06	1.1876433850911884e-08
9.0000000000000006e-05	9.4512302006090998e-01	1.2453168365302013e-02	1.5898192305614414e-02	2.0724624878092247e-04	2.5465052743435675e-03	3.3557747263052276e-05	4.3876507542458715e-05	5.7202595804262696e-07	2.2937042973366580e-02	3.0238332729789981e-04	3.8573072795795784e-04	5.0308339755964767e-06	6.1780729707691117e-05	8.1459389944274274e-07	1.0643941998363963e-06	1.3883878653728974e-08
1.1000000000000000e-04	9.3672216741470893e-01	1.2331607586348294e-02	2.1808125250518229e-02	2.8709769462684730e-04	1.2150881543638568e-03	1.5975011648979292e-05	2.8546065641105514e-05	3.7559281072559385e-07	2.6579233942169499e-02	3.5015378838300078e-04	6.1868743666047637e-04	8.1503565084686779e-06	3.3550818081185086e-05	4.4141821715475407e-07	7.8907970820700794e-07	1.0389603819968597e-08
1.3000000000000002e-04	9.1770146254127416e-01	1.9366535972386127e-02	3.0839406617108746e-02	6.5548401305592539e-04	8.8278333418869066e-04	1.8584011929307755e-05	2.6501092998758836e-05	5.6165245500745205e-07	2.8879844799510369e-02	6.1043324908878829e-04	9.7050561269690675e-04	2.0659859954122794e-05	2.5901250214917258e-05	5.4607754864921256e-07	7.7349974572690622e-07	1.6415842151412250e-08
1.5000000000000001e-04	9.2010570743983566e-01	1.5000832471171175e-02	2.2569864219090924e-02	3.6994119338410689e-04	1.9850473728728786e-03	3.2313313196442455e-05	4.7472211439034171e-05	7.7718280599021406e-07	3.8228815860669271e-02	6.2454554456416872e-04	9.3755877655166944e-04	1.5398355897654003e-05	7.8537812024453087e-05	1.2810207477591371e-06	1.8764457121701964e-06	3.0780035263509253e-08
1.7000000000000001e-04	9.2269443708666998e-01	1.1958610230894862e-02	2.5433054431079339e-02	3.3225131618078147e-04	1.6699245891701189e-03	2.1606436494439690e-05	4.5908054804500078e-05	5.9922839444791240e-07	3.6293333323509085e-02	4.7130018964301545e-04	1.0002003835468272e-03	1.3091152636585458e-05	6.3107147122951819e-05	8.1807532652617275e-07	1.7356567230186108e-06	2.2697801976656744e-08
1.9000000000000001e-04	9.2929131816029564e-01	1.8440181875775515e-02	1.6796655627112893e-02	3.3295232981295697e-04	3.0754177407574311e-03	6.0939837558983785e-05	5.4959322151543601e-05	1.0880977905120147e-06	3.0670562163070580e-02	6.0921943274435081e-04	5.5424435298136307e-04	1.0997300844556784e-05	9.7744900711453859e-05	1.9386985937302860e-06	1.7455682173820827e-06	3.4591579457029502e-08
