9.9999999999999995e-07	9.9968470773983320e-01	7.8750121609151761e-05	7.8902034009481766e-05	6.2155043299678991e-09	7.8844660360637110e-05	6.2109848658907569e-09	6.2229660995650937e-09	4.9021388629896789e-13	7.8758160843185729e-05	6.2041708685669336e-09	6.2161389911837549e-09	4.8967608102992366e-13	6.2116190502221019e-09	4.8932003411489572e-13	4.9026395229558961e-13	3.8620521692316890e-17
3.0000000000000001e-06	9.9874522727982318e-01	3.1253183766421941e-04	3.1495313424303436e-04	9.8556511353398160e-08	3.1403714159738516e-04	9.8269911059723195e-08	9.9031236901529384e-08	3.0989287398322248e-11	3.1265987933001697e-04	9.7838931619763560e-08	9.8596927022563442e-08	3.0853381141302852e-11	9.8310205172949954e-08	3.0763670197834652e-11	3.1002006009025617e-11	9.7012831278553049e-15
4.9999999999999996e-06	9.9720056390818457e-01	6.9402787568369206e-04	7.0620770903896148e-04	4.9150284626834599e-07	7.0158715772113698e-04	4.8828796809594461e-07	4.9685700592742617e-07	3.4580000432663027e-10	6.9467115150132646e-04	4.8347458354840008e-07	4.9195936497093861e-07	3.4239136287826283e-10	4.8874139401974709e-07	3.4015236958759093e-10	3.4612178930665023e-10	2.4089206908396365e-13
6.9999999999999999e-06	9.9508178821530568e-01	1.2113341382505797e-03	1.2494866902310971e-03	1.5210175740568225e-06	1.2349565788386423e-03	1.5033387287613318e-06	1.5506867097446055e-06	1.8876724678056487e-09	1.2133454393750027e-03	1.4770309482009853e-06	1.5235524589660400e-06	1.8546414601017769e-09	1.5058430386574501e-06	1.8330943444297789e-09	1.8908286586943806e-09	2.3017317418833968e-12
9.0000000000000002e-06	9.9243115404767135e-01	1.8483822546258941e-03	1.9404690464194171e-03	3.6140304684337000e-06	1.9052221417314777e-03	3.5484359492044077e-06	3.7252101449682496e-06	6.9380243070575638e-09	1.8532246276672265e-03	3.4515912052721143e-06	3.6235530314094056e-06	6.7486918816724528e-09	3.5577787283509499e-06	6.6262859532421164e-09	6.9563963540263026e-09	1.2955949518172477e-11
1.1000000000000000e-05	9.8930091268434628e-01	2.5855032120734142e-03	2.7738124560412925e-03	7.2490426504421596e-06	2.7012920860969522e-03	7.0597303545179625e-06	7.5738690331577508e-06	1.9793438681412659e-08	2.5953729404495415e-03	6.7829125513798098e-06	7.2769422295799596e-06	1.9017448964441777e-08	7.0868699319894295e-06	1.8521271682900757e-08	1.9870151363355549e-08	5.1928335856543660e-11
1.2999999999999999e-05	9.8575186882993038e-01	3.4001064201514774e-03	3.7432963247947537e-03	1.2910847946622177e-05	3.6101665860397369e-03	1.2452368153776797e-05	1.3709111478115342e-05	4.7283507147717166e-08	3.4180187820178690e-03	1.1789596282153926e-05	1.2979617929604424e-05	4.4767418228389802e-08	1.2518583009549376e-05	4.3179684927580353e-08	4.7537692755201241e-08	1.6396005424911295e-10
1.4999999999999999e-05	9.8185173244140012e-01	4.2674442710536825e-03	4.8419792226386260e-03	2.1042785910392797e-05	4.6172303118132219e-03	2.0067957091529822e-05	2.2769358192452937e-05	9.8953417395992234e-08	4.2972754615351692e-03	1.8677315316541114e-05	2.1191986425121789e-05	9.2098229080428060e-08	2.0209902081398291e-05	8.7838546587840817e-08	9.9663219542503358e-08	4.3312595986115554e-10
1.7000000000000000e-05	9.7767332590262124e-01	5.1614298565974973e-03	6.0623622336451223e-03	3.2000094878298115e-05	5.7065647645382729e-03	3.0126626663971006e-05	3.5384282137411150e-05	1.8677523636444083e-07	5.2079096929180078e-03	2.7494044198981400e-05	3.2293408072782173e-05	1.7045987184360687e-07	3.0401852129525015e-05	1.6049987909119072e-07	1.8851155656842170e-07	9.9505198929521665e-10
1.8999999999999998e-05	9.7329270849467786e-01	6.0554750282267632e-03	7.3965496764634864e-03	4.6007820181694474e-05	6.8612681910411909e-03	4.2688252798792386e-05	5.2139997445373966e-05	3.2431928780931048e-07	6.1241266503392561e-03	3.8101958849854848e-05	4.6540748920958938e-05	2.8949041783912919e-07	4.3180538853302551e-05	2.6865221436340080e-07	3.2813920682753558e-07	2.0410715681709929e-09
