2.0000000000000001e-04	9.9999999984281396e-01	1.5718556032840815e-10
6.0000000000000006e-04	9.9999999937157702e-01	6.2842193558724294e-10
1.0000000000000000e-03	9.9999999858678867e-01	1.4132099556313738e-09
1.4000000000000000e-03	9.9999999748894774e-01	2.5110506659488029e-09
1.8000000000000002e-03	9.9999999607855250e-01	3.9214453279013766e-09
2.2000000000000001e-03	9.9999999435610210e-01	5.6438954189657432e-09
2.6000000000000003e-03	9.9999999232209480e-01	7.6779026329746466e-09
3.0000000000000001e-03	9.9999998997702810e-01	1.0022968880358325e-08
3.4000000000000002e-03	9.9999998732140016e-01	1.2678596288386297e-08
3.8000000000000000e-03	9.9999998435570914e-01	1.5644287201409248e-08
4.2000000000000006e-03	9.9999998108045163e-01	1.8919544181101345e-08
4.5999999999999999e-03	9.9999997749612535e-01	2.2503870006702617e-08
5.0000000000000001e-03	9.9999997360322734e-01	2.6396767675261677e-08
5.4000000000000003e-03	9.9999996940225411e-01	3.0597740401878551e-08
5.8000000000000005e-03	9.9999996489370235e-01	3.5106291619948033e-08
6.2000000000000006e-03	9.9999996007806857e-01	3.9921924981402926e-08
6.6000000000000000e-03	9.9999995495584870e-01	4.5044144356957712e-08
7.0000000000000001e-03	9.9999994952753901e-01	5.0472453836352450e-08
7.4000000000000003e-03	9.9999994379363488e-01	5.6206357728596842e-08
7.8000000000000005e-03	9.9999993775463170e-01	6.2245360562214620e-08
8.2000000000000007e-03	9.9999993141102506e-01	6.8588967085487904e-08
8.6000000000000000e-03	9.9999992476330957e-01	7.5236682266702047e-08
9.0000000000000011e-03	9.9999991781198005e-01	8.2188011294390915e-08
9.4000000000000004e-03	9.9999991055753157e-01	8.9442459577581786e-08
9.7999999999999997e-03	9.9999990300045816e-01	9.6999532746040830e-08
1.0200000000000001e-02	9.9999989514125398e-01	1.0485873665051880e-07
1.0600000000000000e-02	9.9999988698041298e-01	1.1301957736299699e-07
1.1000000000000001e-02	9.9999987851842886e-01	1.2148156117693306e-07
1.1400000000000000e-02	9.9999986975579525e-01	1.3024419460750770e-07
1.1800000000000000e-02	9.9999986069300528e-01	1.3930698439187083e-07
1.2200000000000001e-02	9.9999985133055169e-01	1.4866943748938850e-07
1.2600000000000000e-02	9.9999984166892752e-01	1.5833106108188972e-07
1.3000000000000001e-02	9.9999983170862583e-01	1.6829136257391379e-07
1.3400000000000000e-02	9.9999982145013844e-01	1.7854984959295716e-07
1.3800000000000002e-02	9.9999981089395784e-01	1.8910602998972152e-07
1.4200000000000001e-02	9.9999980004057576e-01	1.9995941183836132e-07
1.4600000000000000e-02	9.9999978889048380e-01	2.1110950343673174e-07
1.5000000000000001e-02	9.9999977744417379e-01	2.2255581330663655e-07
1.5400000000000000e-02	9.9999976570213667e-01	2.3429785019407702e-07
1.5800000000000002e-02	9.9999975366486360e-01	2.4633512306950012e-07
1.6199999999999999e-02	9.9999974133284542e-01	2.5866714112804690e-07
1.6600000000000000e-02	9.9999972870657228e-01	2.7129341378980220e-07
1.7000000000000001e-02	9.9999971578653490e-01	2.8421345070004298e-07
1.7400000000000002e-02	9.9999970257322335e-01	2.9742676172948827e-07
1.7800000000000000e-02	9.9999968906712799e-01	3.1093285697454855e-07
1.8200000000000001e-02	9.9999967526873779e-01	3.2473124675757456e-07
1.8600000000000002e-02	9.9999966117854266e-01	3.3882144162710846e-07
1.9000000000000000e-02	9.9999964679703146e-01	3.5320295235813260e-07
1.9400000000000001e-02	9.9999963212469378e-01	3.6787528995232131e-07
1.9800000000000002e-02	9.9999961716201780e-01	3.8283796563828944e-07
2.0200000000000003e-02	9.9999960190949233e-01	3.9809049087184441e-07
2.0600000000000000e-02	9.9999958636760533e-01	4.1363237733623595e-07
2.1000000000000001e-02	9.9999957053684541e-01	4.2946313694240809e-07
2.1400000000000002e-02	9.9999955441770016e-01	4.4558228182924897e-07
2.1800000000000000e-02	9.9999953801065722e-01	4.6198932436384343e-07
2.2200000000000001e-02	9.9999952131620429e-01	4.7868377714172342e-07
2.2600000000000002e-02	9.9999950433482798e-01	4.9566515298711958e-07
2.3000000000000000e-02	9.9999948706701547e-01	5.1293296495321438e-07
2.3400000000000001e-02	9.9999946951325391e-01	5.3048672632239256e-07
2.3800000000000002e-02	9.9999945167402926e-01	5.4832595060649329e-07
2.4200000000000003e-02	9.9999943354982779e-01	5.6645015154706365e-07
2.4600000000000000e-02	9.9999941514113599e-01	5.8485884311561025e-07
2.5000000000000001e-02	9.9999939644843905e-01	6.0355153951385116e-07
2.5400000000000002e-02	9.9999937747222312e-01	6.2252775517397004e-07
2.5800000000000000e-02	9.9999935821297314e-01	6.4178700475886784e-07
2.6200000000000001e-02	9.9999933867117430e-01	6.6132880316241677e-07
2.6600000000000002e-02	9.9999931884731164e-01	6.8115266550971252e-07
2.7000000000000000e-02	9.9999929874186955e-01	7.0125810715732868e-07
2.7400000000000001e-02	9.9999927835533275e-01	7.2164464369356906e-07
2.7800000000000002e-02	9.9999925768818509e-01	7.4231179093872221e-07
2.8200000000000003e-02	9.9999923674091062e-01	7.6325906494531493e-07
2.8600000000000000e-02	9.9999921551399318e-01	7.8448598199836664e-07
2.9000000000000001e-02	9.9999919400791615e-01	8.0599205861564227e-07
2.9400000000000003e-02	9.9999917222316270e-01	8.2777681154790770e-07
2.9800000000000000e-02	9.9999915016021623e-01	8.4983975777918350e-07
3.0200000000000001e-02	9.9999912781955924e-01	8.7218041452699953e-07
3.0600000000000002e-02	9.9999910520167401e-01	8.9479829924264907e-07
3.1000000000000000e-02	9.9999908230704326e-01	9.1769292961144459e-07
3.1400000000000004e-02	9.9999905913614873e-01	9.4086382355297214e-07
3.1800000000000002e-02	9.9999903568947279e-01	9.6431049922134633e-07
3.2199999999999999e-02	9.9999901196749674e-01	9.8803247500546555e-07
3.2600000000000004e-02	9.9999898797070175e-01	1.0120292695292666e-06
3.3000000000000002e-02	9.9999896369956920e-01	1.0363004016519812e-06
3.3399999999999999e-02	9.9999893915457982e-01	1.0608453904683906e-06
3.3800000000000004e-02	9.9999891433621457e-01	1.0856637553090825e-06
