1.2500000000000000e-01	1.7640660019549495e-01	1.3638219847139998e-01	0.0000000000000000e+00
3.7500000000000000e-01	2.6741863706287805e-01	1.6357970445946507e-01	0.0000000000000000e+00
6.2500000000000000e-01	3.8572694009775266e-01	1.6392370358149785e-01	0.0000000000000000e+00
8.7500000000000000e-01	5.2893329902497677e-01	1.3744467169651656e-01	0.0000000000000000e+00
1.1250000000000000e+00	6.7531204673410206e-01	9.6297449215022896e-02	0.0000000000000000e+00
1.3750000000000000e+00	7.9014410384502243e-01	5.6566012685456898e-02	0.0000000000000000e+00
1.6250000000000000e+00	8.4830769816083795e-01	2.8647788224226783e-02	0.0000000000000000e+00
1.8750000000000000e+00	8.5056642707644536e-01	1.3411030205541153e-02	0.0000000000000000e+00
2.1250000000000000e+00	8.1942391818655580e-01	5.1590467029445988e-03	0.0000000000000000e+00
2.3750000000000000e+00	7.8206114836088603e-01	-3.1924663758914700e-03	0.0000000000000000e+00
2.6250000000000000e+00	7.5573392387673599e-01	-1.6302887860476102e-02	0.0000000000000000e+00
2.8750000000000000e+00	7.4373456940951055e-01	-3.3275590019418093e-02	0.0000000000000000e+00
3.1250000000000000e+00	7.4014133676723926e-01	-4.5897124328441875e-02	0.0000000000000000e+00
3.3750000000000000e+00	7.3641928010476598e-01	-4.0858071441217787e-02	0.0000000000000000e+00
3.6250000000000000e+00	7.2595273043117348e-01	-7.3513282083518946e-03	0.0000000000000000e+00
3.8750000000000000e+00	7.0482568309048310e-01	5.2914227084772655e-02	0.0000000000000000e+00
4.1250000000000000e+00	6.6969449938484027e-01	1.2164685863970083e-01	0.0000000000000000e+00
4.3750000000000000e+00	6.1479157857634592e-01	1.7192413465785106e-01	0.0000000000000000e+00
4.6250000000000000e+00	5.3374023605162890e-01	1.8405935748411337e-01	0.0000000000000000e+00
4.8750000000000000e+00	4.3015526948144545e-01	1.5671236608062153e-01	0.0000000000000000e+00
5.1250000000000000e+00	3.2702814011374176e-01	1.0485973957872088e-01	0.0000000000000000e+00
5.3750000000000000e+00	2.6054382534495013e-01	4.7431972468149501e-02	0.0000000000000000e+00
5.6250000000000000e+00	2.5847312040119091e-01	-4.2197868296070164e-03	0.0000000000000000e+00
5.8750000000000000e+00	3.2156072297977623e-01	-4.8177313674626646e-02	0.0000000000000000e+00
6.1250000000000000e+00	4.2426269204714456e-01	-8.6242330350082955e-02	0.0000000000000000e+00
6.3750000000000000e+00	5.3371384149631051e-01	-1.1949065130313441e-01	0.0000000000000000e+00
6.6250000000000000e+00	6.2932581653898878e-01	-1.4828059728955889e-01	0.0000000000000000e+00
6.8750000000000000e+00	7.0446182684901371e-01	-1.7128421907639960e-01	0.0000000000000000e+00
7.1250000000000000e+00	7.5347581291397214e-01	-1.8210732475958721e-01	0.0000000000000000e+00
7.3750000000000000e+00	7.6336359967443423e-01	-1.6875978336424430e-01	0.0000000000000000e+00
7.6250000000000000e+00	7.2153676249269405e-01	-1.2074108503515998e-01	0.0000000000000000e+00
7.8750000000000000e+00	6.3186495644385010e-01	-4.1686412553192220e-02	0.0000000000000000e+00
